rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/std,train/approx_kl,train/loss,train/n_updates,train/learning_rate,train/clip_fraction
1.0,-0.18763527999999996,8512,133,1262,6,0.03488096371293068,-2.183415389060974,-0.013786588795483112,0.2,0.039740920066833496,0.7202383279800415,0.0077129435,-0.013012027367949486,1320,0.0003,0.0328125
1.0,-0.23131454999999998,8576,134,1261,6,0.021570776775479316,-2.179852843284607,-0.007441717945039272,0.2,0.028900563716888428,0.7189682722091675,0.0023156758,-0.008557595312595367,1330,0.0003,0.0
1.0,-0.24204574000000004,8640,135,1261,6,0.030624356493353842,-2.1754908323287965,0.0016834199428558349,0.2,0.08818560838699341,0.7167555093765259,0.0022231033,0.014824103564023972,1340,0.0003,0.0046875
1.0,-0.22851593,8704,136,1261,6,0.043308410421013833,-2.1685227394104003,-0.01402671281248331,0.2,-0.03049325942993164,0.7142214775085449,0.009157845,0.0015918295830488205,1350,0.0003,0.05625
1.0,-0.23659015,8768,137,1261,6,0.03646297827363014,-2.1616092205047606,-0.005337192863225937,0.2,0.056062400341033936,0.7117535471916199,0.0046212086,0.008651921525597572,1360,0.0003,0.0078125
1.0,-0.25120222,8832,138,1262,6,0.023799677565693855,-2.1553014516830444,-0.014874983206391334,0.2,0.11385422945022583,0.7100136876106262,0.006103701,-0.029160434380173683,1370,0.0003,0.0109375
1.0,-0.23180450000000005,8896,139,1263,7,0.03901323862373829,-2.151002860069275,-0.005369699886068701,0.2,0.01523280143737793,0.7085124254226685,0.0038337056,0.0010371319949626923,1380,0.0003,0.00625
1.0,-0.20135176999999996,8960,140,1263,7,0.030717768333852292,-2.1464365482330323,-0.014345852471888066,0.2,0.03175520896911621,0.7067466378211975,0.004693914,-0.012561405077576637,1390,0.0003,0.0109375
1.0,-0.21082991999999995,9024,141,1264,7,0.018750868551433087,-2.1417361974716185,-0.0013259880244731904,0.2,0.037604570388793945,0.7055172920227051,0.0021895356,-0.0031148511916399,1400,0.0003,0.0
1.0,-0.19544598999999999,9088,142,1264,7,0.032804354652762414,-2.138899087905884,-0.016994518414139747,0.2,0.08544725179672241,0.7044299840927124,0.018730104,-0.010462082922458649,1410,0.0003,0.1046875
1.0,-0.21924794999999997,9152,143,1264,7,0.033023500069975856,-2.1353041410446165,-0.012210107268765568,0.2,0.05886596441268921,0.7031235098838806,0.009807717,-0.007453102618455887,1420,0.0003,0.0421875
1.0,-0.20344450000000003,9216,144,1263,7,0.039390572160482404,-2.1316147565841677,-0.010146250855177641,0.2,0.09323608875274658,0.701750636100769,0.0040543564,-0.01113632507622242,1430,0.0003,0.0078125
1.0,-0.21360126000000002,9280,145,1262,7,0.03249495252966881,-2.127333402633667,-0.0019897906109690665,0.2,0.06216078996658325,0.7001005411148071,0.0040737074,0.010370416566729546,1440,0.0003,0.0125
1.0,-0.19250439000000008,9344,146,1261,7,0.03153522796928883,-2.1232133150100707,-0.002532010152935982,0.2,0.07819300889968872,0.6990165114402771,0.0022034356,0.005373381078243256,1450,0.0003,0.0
1.0,-0.2085873,9408,147,1261,7,0.019890935346484184,-2.1200199127197266,-0.004453654214739799,0.2,0.17624396085739136,0.6976020336151123,0.0028464478,1.2388452887535095e-05,1460,0.0003,0.0015625
1.0,-0.21819262999999997,9472,148,1261,7,0.03933720849454403,-2.115592694282532,-0.02279433961957693,0.2,-0.015918493270874023,0.6960769891738892,0.011316378,-0.018461283296346664,1470,0.0003,0.053125
1.0,-0.19262964999999999,9536,149,1261,7,0.04164067134261131,-2.1110386848449707,-0.013545769453048705,0.2,0.028786838054656982,0.694402813911438,0.015108192,0.004395229741930962,1480,0.0003,0.08125
1.0,-0.2246932,9600,150,1260,7,0.02990397922694683,-2.106467938423157,-0.009716634266078472,0.2,0.014871418476104736,0.6929685473442078,0.0030498644,-0.014597856439650059,1490,0.0003,0.003125
1.0,-0.23211342000000001,9664,151,1259,7,0.03982805274426937,-2.1016661167144775,-0.003557511046528816,0.2,0.06690937280654907,0.6907572746276855,0.008031019,0.012613808736205101,1500,0.0003,0.0390625
1.0,-0.22865455,9728,152,1258,7,0.028276864252984524,-2.094297671318054,-0.006260271370410919,0.2,0.0645132064819336,0.6879827380180359,0.005703043,0.0020040879026055336,1510,0.0003,0.0078125
1.0,-0.22550663999999998,9792,153,1258,7,0.03911399058997631,-2.086063766479492,-0.004549444746226072,0.2,0.0788540244102478,0.6851915717124939,0.00077117607,0.0063223764300346375,1520,0.0003,0.0
1.0,-0.23603990000000002,9856,154,1258,7,0.02977890707552433,-2.0782599210739137,-0.00539649510756135,0.2,0.056596577167510986,0.6826728582382202,0.00239148,-0.0021152589470148087,1530,0.0003,0.0
1.0,-0.1889424,9920,155,1258,7,0.03625853732228279,-2.0712785720825195,0.0027720484882593154,0.2,0.1101110577583313,0.6804819703102112,7.477496e-05,0.01243606023490429,1540,0.0003,0.0
1.0,-0.18775865999999997,9984,156,1257,7,0.032692236453294755,-2.065466785430908,-0.011019151005893946,0.2,0.056971073150634766,0.678770899772644,0.004641935,-0.006836738437414169,1550,0.0003,0.015625
1.0,-0.22742220999999996,10048,157,1257,7,0.028127376921474934,-2.0602877855300905,-0.006945078913122416,0.2,0.07789486646652222,0.6767368912696838,0.005005017,-0.0004934454336762428,1560,0.0003,0.0125
1.0,-0.22458005000000003,10112,158,1255,8,0.05143490470945835,-2.0538769721984864,-0.0013378036208450794,0.2,0.028701186180114746,0.674630343914032,0.0007231515,0.013785241171717644,1570,0.0003,0.0
1.0,-0.21930196999999998,10176,159,1254,8,0.03543756045401096,-2.047960042953491,-0.013101389445364476,0.2,0.08479547500610352,0.6726481914520264,0.0110628735,-0.002503523603081703,1580,0.0003,0.05
1.0,-0.21933119000000004,10240,160,1252,8,0.03567204438149929,-2.0421663522720337,-0.0036041557788848875,0.2,0.016521811485290527,0.6708471775054932,0.0017430121,0.0016159042716026306,1590,0.0003,0.0
1.0,-0.18874099,10304,161,1252,8,0.03820483945310116,-2.0369702577590942,-0.0027564077638089655,0.2,0.07045251131057739,0.6690636873245239,0.002995219,0.010328691452741623,1600,0.0003,0.0078125
1.0,-0.20773575999999994,10368,162,1251,8,0.03617654778063297,-2.03195743560791,-0.01636378075927496,0.2,0.021045327186584473,0.6675742864608765,0.0052874843,-0.010209174826741219,1610,0.0003,0.015625
1.0,-0.20111091999999997,10432,163,1251,8,0.03115414045751095,-2.027088475227356,-0.0045600573532283304,0.2,0.13659065961837769,0.6655125021934509,0.0067695975,0.00695316307246685,1620,0.0003,0.021875
1.0,-0.21938663999999997,10496,164,1251,8,0.026473492756485938,-2.019977402687073,-0.005779156833887101,0.2,0.0657082200050354,0.6629247665405273,0.0033965968,0.0005302708595991135,1630,0.0003,0.0
1.0,-0.20927498000000008,10560,165,1251,8,0.03167116809636354,-2.012549638748169,-0.008009911701083183,0.2,0.0468788743019104,0.6608200073242188,0.0036000358,-0.012035186402499676,1640,0.0003,0.0015625
1.0,-0.18604803,10624,166,1252,8,0.023861904069781302,-2.00672128200531,-0.008358855731785297,0.2,0.10578805208206177,0.6589122414588928,0.008152761,-0.005645290017127991,1650,0.0003,0.0328125
1.0,-0.23989424,10688,167,1251,8,0.022538327239453794,-2.0007803797721864,-0.009243697859346867,0.2,0.06555801630020142,0.6569604277610779,0.008411588,-0.006945102475583553,1660,0.0003,0.0203125
1.0,-0.23576160999999995,10752,168,1251,8,0.03829076588153839,-1.9949765920639038,-0.014674398768693208,0.2,0.09336566925048828,0.6550741195678711,0.015364603,4.85442578792572e-05,1670,0.0003,0.0875
1.0,-0.20670963,10816,169,1250,8,0.03923302255570889,-1.9892451286315918,-0.00544946501031518,0.2,0.097481369972229,0.6532083749771118,0.0045451503,0.010435734875500202,1680,0.0003,0.0109375
1.0,-0.20225839000000004,10880,170,1250,8,0.026461211591959,-1.98392596244812,-0.015139683336019515,0.2,0.1433468461036682,0.6516366004943848,0.010189607,-0.016156800091266632,1690,0.0003,0.0390625
1.0,-0.24300817,10944,171,1250,8,0.04738349206745625,-1.9785212755203248,-0.006845664419233799,0.2,0.03858768939971924,0.6495494842529297,0.00624933,0.009520672261714935,1700,0.0003,0.0328125
1.0,-0.24104285999999997,11008,172,1249,8,0.03810559622943401,-1.9722262024879456,-0.017423863522708416,0.2,0.073558509349823,0.6477195024490356,0.004871291,-0.014141160994768143,1710,0.0003,0.0125
1.0,-0.22228035000000002,11072,173,1249,8,0.03334496058523655,-1.9667759180068969,-0.0009060570970177651,0.2,0.14744222164154053,0.6459144353866577,0.0027693128,0.009705187752842903,1720,0.0003,0.0015625
1.0,-0.2334734,11136,174,1250,8,0.03270149976015091,-1.9616259574890136,-0.011646007187664509,0.2,0.07663619518280029,0.6445947885513306,0.004968282,-0.014847364276647568,1730,0.0003,0.0046875
1.0,-0.22609584,11200,175,1250,8,0.031978004798293116,-1.9576979875564575,-0.01108189057558775,0.2,0.06687968969345093,0.643113374710083,0.012449957,0.0011125542223453522,1740,0.0003,0.075
1.0,-0.18626042,11264,176,1250,9,0.035869523882865906,-1.9521445274353026,-0.0048123359680175785,0.2,0.07159370183944702,0.6409643888473511,0.002603894,0.006865351460874081,1750,0.0003,0.0015625
1.0,-0.18325925,11328,177,1250,9,0.0313055207952857,-1.9452352285385133,-0.0014821247197687626,0.2,0.04502636194229126,0.6389023065567017,0.0012905672,0.005948612466454506,1760,0.0003,0.0
1.0,-0.19927692,11392,178,1250,9,0.03572550415992737,-1.9389963030815125,-0.011454986408352852,0.2,0.06338530778884888,0.6368169188499451,0.013547293,0.0005990117788314819,1770,0.0003,0.0640625
1.0,-0.21062496999999997,11456,179,1250,9,0.03223002478480339,-1.9318333745002747,-0.005817585624754429,0.2,0.11688095331192017,0.6343064308166504,0.0045411494,0.005071086809039116,1780,0.0003,0.0109375
1.0,-0.21177790000000002,11520,180,1251,9,0.05252266526222229,-1.9244301438331604,-0.01479873713105917,0.2,-0.06287753582000732,0.6324220895767212,0.00487036,-0.011379506438970566,1790,0.0003,0.00625
1.0,-0.21672323999999996,11584,181,1251,9,0.04014011807739735,-1.9191049098968507,-0.004962022649124265,0.2,0.07575756311416626,0.6307768225669861,0.0075423336,0.012806998565793037,1800,0.0003,0.0375
1.0,-0.20574959000000004,11648,182,1252,9,0.0255730664357543,-1.91363924741745,-0.002234781626611948,0.2,0.19221854209899902,0.6289477348327637,0.0037398515,0.007209254428744316,1810,0.0003,0.003125
1.0,-0.18288734000000006,11712,183,1252,9,0.03173363916575909,-1.907073986530304,-0.002056804858148098,0.2,0.06494712829589844,0.6265250444412231,0.0005229851,0.01108531467616558,1820,0.0003,0.0
1.0,-0.1899923,11776,184,1252,9,0.033284582942724225,-1.8991725444793701,-0.010661708330735565,0.2,0.07516378164291382,0.6241508722305298,0.005660939,-0.002618687227368355,1830,0.0003,0.0046875
1.0,-0.20136299000000002,11840,185,1251,9,0.027517889626324177,-1.8917720556259154,-0.01104145273566246,0.2,0.15039223432540894,0.6219221353530884,0.010832051,-0.0011881329119205475,1840,0.0003,0.0375
1.0,-0.20506247,11904,186,1252,9,0.03318719044327736,-1.8856801986694336,-0.018690840899944307,0.2,0.11988890171051025,0.6205359101295471,0.005249818,-0.025740424171090126,1850,0.0003,0.00625
1.0,-0.21792195,11968,187,1252,9,0.03427326418459416,-1.88179931640625,-0.001314685307443142,0.2,0.12489789724349976,0.6193647384643555,0.003447433,0.00030134618282318115,1860,0.0003,0.0015625
1.0,-0.23073751,12032,188,1253,9,0.04057633690536022,-1.8777003645896913,-0.013383748196065425,0.2,0.05022716522216797,0.6179946660995483,0.013672149,0.0046772100031375885,1870,0.0003,0.06875
1.0,-0.23017477999999997,12096,189,1253,9,0.036295436322689056,-1.8727770090103149,-0.008413716638460755,0.2,0.04518097639083862,0.6161193251609802,0.0051495256,-0.0002842266112565994,1880,0.0003,0.0140625
1.0,-0.20832182000000002,12160,190,1254,9,0.03077607396990061,-1.8664721131324769,-0.010835920087993145,0.2,0.07233548164367676,0.6144320964813232,0.0053594997,-0.006519349291920662,1890,0.0003,0.0109375
1.0,-0.18403946999999998,12224,191,1254,9,0.02157668974250555,-1.8616283178329467,-0.011780053563416003,0.2,0.22813200950622559,0.6129409074783325,0.011021177,-0.012177797965705395,1900,0.0003,0.046875
1.0,-0.18579214,12288,192,1254,9,0.016212425008416177,-1.8568193078041078,-0.012578647863119841,0.2,0.23601633310317993,0.6116842031478882,0.011905821,-0.0179637148976326,1910,0.0003,0.034375
1.0,-0.22091616000000003,12352,193,1254,9,0.023123946227133273,-1.853235125541687,-0.019254798907786606,0.2,0.17976421117782593,0.6106305122375488,0.010441511,-0.02276475727558136,1920,0.0003,0.0390625
1.0,-0.21955928000000008,12416,194,1254,9,0.04140091836452484,-1.8495514750480653,0.0040185455931350585,0.2,0.05525994300842285,0.6095113754272461,0.00042442605,0.017916444689035416,1930,0.0003,0.0
1.0,-0.18866258,12480,195,1253,9,0.027680324763059615,-1.8454097270965577,-0.0023070063907653093,0.2,0.1437169909477234,0.6079027652740479,0.0016590478,0.0076888445764780045,1940,0.0003,0.0
1.0,-0.16970784000000003,12544,196,1254,10,0.031880684196949005,-1.8397186040878295,-0.004758562333881855,0.2,0.03599268198013306,0.6062589883804321,0.0044137724,-0.0007073972374200821,1950,0.0003,0.0015625
1.0,-0.18847922999999997,12608,197,1254,10,0.024563101679086687,-1.8346770644187926,-0.010346684791147708,0.2,0.09679585695266724,0.6048006415367126,0.014123318,-0.004673303104937077,1960,0.0003,0.0625
1.0,-0.21552666999999995,12672,198,1254,10,0.02910597063601017,-1.829540479183197,-0.0030459344387054445,0.2,0.1539076566696167,0.6031085848808289,0.0031276653,0.006691204383969307,1970,0.0003,0.0078125
1.0,-0.21773115,12736,199,1255,10,0.033157892525196075,-1.823886799812317,-0.01289909789338708,0.2,0.12478262186050415,0.6015301942825317,0.006640288,-0.01223069615662098,1980,0.0003,0.0171875
1.0,-0.20917655,12800,200,1254,10,0.028948483057320118,-1.81893048286438,-0.015878408588469027,0.2,0.09797602891921997,0.6001430749893188,0.013274208,-0.010655791498720646,1990,0.0003,0.0671875
1.0,-0.16847271000000005,12864,201,1254,10,0.033889568597078326,-1.8142064809799194,-0.009679362550377846,0.2,0.1354081630706787,0.5986042022705078,0.008413545,-0.004106385633349419,2000,0.0003,0.021875
1.0,-0.19066924999999998,12928,202,1255,10,0.02625223994255066,-1.807998526096344,-0.00185009790584445,0.2,0.1289847493171692,0.5963013172149658,0.003669994,0.00906636007130146,2010,0.0003,0.0046875
1.0,-0.22177193999999997,12992,203,1255,10,0.027891466021537782,-1.8004411816596986,-0.012975901458412408,0.2,0.12210845947265625,0.5944118499755859,0.006263745,-0.02080872282385826,2020,0.0003,0.00625
1.0,-0.19391896,13056,204,1255,10,0.031598839163780215,-1.7952251195907594,0.004427136573940516,0.2,0.10120600461959839,0.5931909084320068,0.00022637472,0.011801376938819885,2030,0.0003,0.0
1.0,-0.20729389999999998,13120,205,1255,10,0.02112606130540371,-1.7910558938980103,0.0006455919705331325,0.2,0.2503741383552551,0.5917623043060303,0.00034331065,0.004980582743883133,2040,0.0003,0.0
1.0,-0.16042222000000003,13184,206,1255,10,0.03946168124675751,-1.7852458119392396,-0.004266812838613987,0.2,0.0045206546783447266,0.5896762609481812,0.0033258544,0.00947737880051136,2050,0.0003,0.0015625
1.0,-0.16361606,13248,207,1254,10,0.022987327724695205,-1.7780620574951171,-0.007250270713120699,0.2,0.029323697090148926,0.5877835750579834,0.0054385327,-0.0016772905364632607,2060,0.0003,0.0171875
1.0,-0.1771838,13312,208,1254,10,0.029256328754127026,-1.7729344725608827,-0.003729603812098503,0.2,0.08920347690582275,0.5866391658782959,0.0013209935,0.0014342879876494408,2070,0.0003,0.0
1.0,-0.18263291000000004,13376,209,1254,10,0.01986837014555931,-1.7694609761238098,-0.012883465178310871,0.2,0.035752177238464355,0.5856586694717407,0.008335171,-0.02124743163585663,2080,0.0003,0.0203125
1.0,-0.19743528000000002,13440,210,1254,10,0.028242692910134794,-1.7657097458839417,-0.011983167892321945,0.2,0.16123008728027344,0.5843634009361267,0.014980146,-0.0022093234583735466,2090,0.0003,0.075
1.0,-0.21267245,13504,211,1254,10,0.03342137858271599,-1.7603433847427368,-0.0031373588368296622,0.2,0.0878525972366333,0.5823636651039124,0.0013826275,0.007789848372340202,2100,0.0003,0.0
1.0,-0.17513161,13568,212,1254,10,0.04789496064186096,-1.7530669569969177,-0.017959841433912514,0.2,-0.045593976974487305,0.5802685022354126,0.010826893,-0.004352804273366928,2110,0.0003,0.0453125
1.0,-0.18356295,13632,213,1254,10,0.028614426031708717,-1.745275044441223,-0.0016671956051141023,0.2,0.12945902347564697,0.5777081251144409,0.0009724228,0.010588071309030056,2120,0.0003,0.0
1.0,-0.19853012,13696,214,1254,10,0.032979945093393324,-1.7369337797164917,-0.018591859191656113,0.2,0.07190543413162231,0.5757676362991333,0.006157729,-0.02467895671725273,2130,0.0003,0.0125
1.0,-0.19740621,13760,215,1253,10,0.026274008862674236,-1.731330966949463,0.001109965518116951,0.2,0.1479405164718628,0.5743885040283203,0.00059745274,0.007097633555531502,2140,0.0003,0.0
1.0,-0.18291179,13824,216,1250,11,0.03215511702001095,-1.7260109424591064,-0.00040255319327116014,0.2,0.07908302545547485,0.5724543333053589,0.0016502514,0.013751834630966187,2150,0.0003,0.00625
1.0,-0.17608873999999997,13888,217,1249,11,0.02587694637477398,-1.7190919399261475,-0.014048231951892375,0.2,-0.05476689338684082,0.5707091093063354,0.008968915,-0.018684623762965202,2160,0.0003,0.0234375
1.0,-0.1748878,13952,218,1249,11,0.040754296630620954,-1.7139301657676698,0.0013521190732717514,0.2,-0.06511712074279785,0.5695017576217651,0.001136695,0.005016220733523369,2170,0.0003,0.0
1.0,-0.19626913999999998,14016,219,1249,11,0.02699414361268282,-1.7099388718605042,0.0013578079640865325,0.2,0.08711588382720947,0.5683271884918213,0.0004061628,0.008031779900193214,2180,0.0003,0.0
1.0,-0.18759903,14080,220,1248,11,0.027341875061392785,-1.7049200177192687,-0.0016479150392115117,0.2,0.14108538627624512,0.5664559602737427,0.0015543001,0.00828330498188734,2190,0.0003,0.0
1.0,-0.17967869,14144,221,1248,11,0.03322683423757553,-1.6976993203163147,-0.0073865892365574835,0.2,0.09001237154006958,0.5643770694732666,0.0065656714,-0.00019378960132598877,2200,0.0003,0.0140625
1.0,-0.18242638999999997,14208,222,1248,11,0.027013665065169334,-1.6908944606781007,-0.01644235011190176,0.2,0.09947866201400757,0.5627468824386597,0.018074367,-0.008017139509320259,2210,0.0003,0.11875
1.0,-0.19614232999999995,14272,223,1248,11,0.020678585954010488,-1.6862789630889892,-0.013903613295406103,0.2,0.13754034042358398,0.5617614388465881,0.008392291,-0.02459857612848282,2220,0.0003,0.0125
1.0,-0.19531660000000003,14336,224,1248,11,0.022254857793450357,-1.6825931906700133,0.0016144822351634503,0.2,0.16400015354156494,0.5605356693267822,0.002405676,0.01050858199596405,2230,0.0003,0.009375
1.0,-0.18341944,14400,225,1249,11,0.037726417928934095,-1.6776997804641725,-0.00536092072725296,0.2,0.11265802383422852,0.5590059757232666,0.0062911874,0.009092206135392189,2240,0.0003,0.01875
1.0,-0.19401102999999995,14464,226,1249,11,0.02897612042725086,-1.6721672415733337,-0.010509242117404938,0.2,0.09723937511444092,0.5574654340744019,0.006971038,-0.0018128203228116035,2250,0.0003,0.0265625
1.0,-0.19045484000000001,14528,227,1250,11,0.02946153040975332,-1.6664715886116028,-0.00283405352383852,0.2,0.19698166847229004,0.5558172464370728,0.0013590679,0.0057672373950481415,2260,0.0003,0.0
1.0,-0.19791152999999997,14592,228,1250,11,0.025145112350583077,-1.6609548568725585,-0.002414183784276247,0.2,0.19671183824539185,0.5545635223388672,0.0013271486,0.002191954292356968,2270,0.0003,0.0
1.0,-0.18333162000000003,14656,229,1250,11,0.025711841881275177,-1.6566614747047423,-0.010259768553078174,0.2,0.11895078420639038,0.5532095432281494,0.009684135,-0.007702467031776905,2280,0.0003,0.028125
1.0,-0.16666635,14720,230,1251,11,0.028585268929600716,-1.6510277271270752,-0.002051351498812437,0.2,0.1358187198638916,0.5514837503433228,0.0019212319,0.0059619322419166565,2290,0.0003,0.0
1.0,-0.16800188000000002,14784,231,1251,11,0.029342418536543846,-1.644989001750946,-0.005409069545567036,0.2,-0.009634017944335938,0.5500154495239258,0.002037162,-0.0015627946704626083,2300,0.0003,0.0015625
1.0,-0.18067620000000006,14848,232,1251,11,0.027681222930550576,-1.640126895904541,-0.011350776068866253,0.2,0.04260128736495972,0.5487039089202881,0.012697675,-0.0057067545130848885,2310,0.0003,0.0609375
1.0,-0.20765501,14912,233,1251,11,0.02506222277879715,-1.6352431893348693,-0.009557769913226367,0.2,0.004112601280212402,0.5474503040313721,0.009492469,-0.004827655851840973,2320,0.0003,0.0390625
1.0,-0.2052749,14976,234,1251,11,0.040319117903709414,-1.6307390093803407,-0.0017962466925382614,0.2,0.16638869047164917,0.5461077690124512,0.0032525472,0.009772378951311111,2330,0.0003,0.0
1.0,-0.17895814000000004,15040,235,1251,12,0.029527507536113263,-1.6256933808326721,-0.013622749783098697,0.2,0.14421522617340088,0.5448310375213623,0.0124983005,-0.01087234728038311,2340,0.0003,0.0578125
1.0,-0.19493675,15104,236,1251,12,0.020246713235974313,-1.6216414332389832,-0.018905957415699958,0.2,0.14119243621826172,0.5439242124557495,0.0076537644,-0.036620669066905975,2350,0.0003,0.025
1.0,-0.18928261,15168,237,1252,12,0.03996727466583252,-1.6181750774383545,0.004612801782786846,0.2,0.07922631502151489,0.5428245067596436,0.0011822432,0.018702292814850807,2360,0.0003,0.0
1.0,-0.18449339999999995,15232,238,1252,12,0.027458031289279462,-1.6136776208877563,-0.013448230363428593,0.2,0.11133331060409546,0.5415253639221191,0.0144991055,-0.0095452219247818,2370,0.0003,0.0515625
1.0,-0.16501023,15296,239,1253,12,0.02364962063729763,-1.6094132661819458,-0.009639541199430824,0.2,0.07631075382232666,0.5406541228294373,0.00430368,-0.02101762592792511,2380,0.0003,0.0078125
1.0,-0.17440903999999996,15360,240,1253,12,0.01781327519565821,-1.6064636826515197,-0.019341125898063184,0.2,0.048355281352996826,0.5397111177444458,0.019373387,-0.018673017621040344,2390,0.0003,0.1078125
1.0,-0.18714621999999997,15424,241,1254,12,0.02758886944502592,-1.601783573627472,-0.0031095650978386403,0.2,0.10771185159683228,0.5381177663803101,0.00066705607,0.00409469660371542,2400,0.0003,0.0
1.0,-0.20152751,15488,242,1254,12,0.040554263070225714,-1.5956778526306152,-0.015969464927911757,0.2,0.08295583724975586,0.5364504456520081,0.013292233,-0.005647232756018639,2410,0.0003,0.05625
1.0,-0.15448412,15552,243,1254,12,0.028028609789907934,-1.5891640543937684,-0.002593347802758217,0.2,0.0996025800704956,0.534598708152771,0.00054535083,0.004949756897985935,2420,0.0003,0.0
1.0,-0.15436111,15616,244,1254,12,0.031138802878558636,-1.582406723499298,-0.009303517919033766,0.2,-0.026668310165405273,0.5329270362854004,0.004789807,-0.006644768640398979,2430,0.0003,0.003125
1.0,-0.14473359,15680,245,1254,12,0.03912021964788437,-1.5764105081558228,-0.017342696618288755,0.2,-0.020389676094055176,0.5313243865966797,0.015385516,-0.007745560258626938,2440,0.0003,0.0703125
1.0,-0.17278209,15744,246,1255,12,0.0348748154938221,-1.5698549628257752,-0.0038450423162430525,0.2,-0.017525434494018555,0.5293662548065186,0.0037395246,0.008715081959962845,2450,0.0003,0.00625
1.0,-0.19343536,15808,247,1255,12,0.02913261093199253,-1.5624036550521851,-0.008380119875073432,0.2,0.21930140256881714,0.5275059938430786,0.0019235956,-0.009594348259270191,2460,0.0003,0.0
1.0,-0.19099639,15872,248,1255,12,0.036580364033579824,-1.5556152224540711,-0.004932802636176348,0.2,0.11730414628982544,0.5257318615913391,0.00656596,0.006590785458683968,2470,0.0003,0.021875
1.0,-0.17542350999999998,15936,249,1255,12,0.042602602019906045,-1.549291467666626,-0.016652489826083184,0.2,0.06884574890136719,0.5242866277694702,0.013037957,-0.0036515481770038605,2480,0.0003,0.06875
1.0,-0.16708584,16000,250,1254,12,0.03827585950493813,-1.544154989719391,-0.013076345063745975,0.2,0.01584523916244507,0.52292799949646,0.008917024,-0.0020860694348812103,2490,0.0003,0.0328125
1.0,-0.22796552999999997,16064,251,1255,12,0.032960939779877664,-1.5389144897460938,-0.00829322263598442,0.2,0.032538652420043945,0.5216360688209534,0.004903134,-0.004982782527804375,2500,0.0003,0.00625
1.0,-0.18737684000000002,16128,252,1255,12,0.03325887843966484,-1.534100639820099,0.005058225430548191,0.2,0.13559335470199585,0.5203816294670105,0.00019644201,0.012559318915009499,2510,0.0003,0.0
1.0,-0.16604344000000001,16192,253,1255,12,0.02626705914735794,-1.5294395446777345,-0.010187322925776243,0.2,0.13128507137298584,0.5192598104476929,0.009302825,-0.0027584917843341827,2520,0.0003,0.040625
1.0,-0.16920241,16256,254,1254,12,0.024816719256341456,-1.5254831552505492,-0.019512430112808943,0.2,0.03575557470321655,0.5183262825012207,0.013668611,-0.03036315366625786,2530,0.0003,0.0484375
1.0,-0.17150009,16320,255,1254,13,0.038952450081706044,-1.5217230200767518,6.44780695438385e-05,0.2,0.00033593177795410156,0.5173012018203735,0.0020916369,0.010016543790698051,2540,0.0003,0.0
1.0,-0.1613347,16384,256,1254,13,0.028306082636117936,-1.5177290558815002,-0.012982512451708316,0.2,0.07283252477645874,0.5162588953971863,0.006336796,-0.012761620804667473,2550,0.0003,0.01875
1.0,-0.18382893,16448,257,1254,13,0.026104263216257095,-1.513174593448639,-0.004666306171566248,0.2,0.12450200319290161,0.5148564577102661,0.008315919,0.009040279313921928,2560,0.0003,0.0390625
1.0,-0.17125102000000003,16512,258,1254,13,0.039360635355114935,-1.5077969908714295,-0.017482052836567164,0.2,0.0633310079574585,0.5135340690612793,0.012709868,-0.007443701848387718,2570,0.0003,0.0578125
1.0,-0.16909768,16576,259,1254,13,0.03273727670311928,-1.502812349796295,-0.0042110558599233626,0.2,0.06289416551589966,0.5123672485351562,0.0043103388,0.005260396748781204,2580,0.0003,0.0140625
1.0,-0.16599986999999994,16640,260,1253,13,0.023772991076111794,-1.4983217239379882,-0.004512588307261467,0.2,0.051956355571746826,0.5111138224601746,0.0032939482,0.00016625598073005676,2590,0.0003,0.003125
1.0,-0.16262207,16704,261,1254,13,0.025964863784611224,-1.4932617783546447,-0.008689525257796048,0.2,0.15291601419448853,0.50987708568573,0.009665412,0.0010594166815280914,2600,0.0003,0.04375
1.0,-0.18496557999999996,16768,262,1254,13,0.0272240923717618,-1.4880704998970031,-0.0015313038136810064,0.2,0.0626983642578125,0.5083267688751221,0.00094982237,0.008859734050929546,2610,0.0003,0.0
1.0,-0.21094836,16832,263,1254,13,0.04252446033060551,-1.4816521286964417,-0.01132284291088581,0.2,0.013325214385986328,0.5067434906959534,0.007571324,0.005214478820562363,2620,0.0003,0.0375
1.0,-0.16258834000000003,16896,264,1254,13,0.036886006221175195,-1.475709283351898,-0.006185141811147332,0.2,0.07636857032775879,0.5052913427352905,0.0029695677,0.0019056126475334167,2630,0.0003,0.0
1.0,-0.14529901,16960,265,1255,13,0.030584424920380115,-1.4703423738479615,-0.013886603899300099,0.2,0.009099781513214111,0.5041556358337402,0.00775218,-0.024180825799703598,2640,0.0003,0.021875
1.0,-0.15104925999999996,17024,266,1255,13,0.020668077282607555,-1.4661105513572692,-0.010025147814303637,0.2,0.1265711784362793,0.5030577778816223,0.012690474,-0.006548567675054073,2650,0.0003,0.04375
