rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/std,train/approx_kl,train/loss,train/n_updates,train/learning_rate,train/clip_fraction
1.0,-0.18746171999999997,17088,267,1255,13,0.031740361079573634,-1.4615514755249024,-0.010214707627892495,0.2,0.025781452655792236,0.501904308795929,0.0065822573,-0.0037515778094530106,2660,0.0003,0.01875
1.0,-0.19833157000000004,17152,268,1256,13,0.024689561873674392,-1.4564361453056336,0.0008255970664322376,0.2,0.2204105257987976,0.5004078149795532,0.00020892732,0.010420123115181923,2670,0.0003,0.0
1.0,-0.17765885,17216,269,1256,13,0.03845497444272041,-1.4501056909561156,-0.005945957265794277,0.2,0.02642834186553955,0.49878716468811035,0.004099801,0.004916219040751457,2680,0.0003,0.003125
1.0,-0.16853868000000002,17280,270,1257,13,0.03194445483386517,-1.443774163722992,-0.01253915587440133,0.2,0.019990086555480957,0.49732089042663574,0.010636441,3.3136457204818726e-05,2690,0.0003,0.0625
1.0,-0.15490691,17344,271,1257,13,0.02420213483273983,-1.4382352709770203,-0.01572362072765827,0.2,0.11614912748336792,0.4959479868412018,0.007528645,-0.020710796117782593,2700,0.0003,0.01875
1.0,-0.13662618,17408,272,1257,13,0.03148500956594944,-1.43243168592453,-0.008343767886981369,0.2,-0.05593609809875488,0.4944390654563904,0.012260734,0.0049723368138074875,2710,0.0003,0.0484375
1.0,-0.16502867,17472,273,1258,13,0.024566463939845563,-1.4262885332107544,-0.009499145299196243,0.2,0.11082547903060913,0.49289190769195557,0.003771619,-0.007389386184513569,2720,0.0003,0.0046875
1.0,-0.18686605000000003,17536,274,1258,13,0.04266049414873123,-1.4202743291854858,-0.014981208741664887,0.2,0.06097722053527832,0.49147719144821167,0.010072255,-0.0052126143127679825,2730,0.0003,0.0359375
1.0,-0.15434067999999998,17600,275,1258,13,0.04098397269845009,-1.414364719390869,-0.012693248502910138,0.2,0.031119883060455322,0.48997360467910767,0.01197568,0.0031777042895555496,2740,0.0003,0.034375
1.0,-0.16089800999999998,17664,276,1258,14,0.025939913094043733,-1.4083961963653564,-0.0038353766314685343,0.2,0.021910488605499268,0.4885913133621216,0.0013608541,0.0010640546679496765,2750,0.0003,0.0
1.0,-0.19469521000000004,17728,277,1259,14,0.031037182174623014,-1.4026948809623718,-0.009321683831512929,0.2,0.04732966423034668,0.48709753155708313,0.009209621,0.00024957768619060516,2760,0.0003,0.034375
1.0,-0.19630050999999998,17792,278,1259,14,0.03260704167187214,-1.3967651844024658,-0.012527579721063376,0.2,0.12861210107803345,0.485884428024292,0.007873239,-0.016276953741908073,2770,0.0003,0.0109375
1.0,-0.17999707,17856,279,1259,14,0.02962363287806511,-1.391903555393219,-0.0003299250733107328,0.2,0.1242210865020752,0.48453718423843384,0.0014155153,0.008373250253498554,2780,0.0003,0.0
1.0,-0.1659139,17920,280,1258,14,0.03387163914740086,-1.38563529253006,-0.008647583331912756,0.2,0.09306490421295166,0.48291561007499695,0.008571766,0.00511845201253891,2790,0.0003,0.0421875
1.0,-0.17207774,17984,281,1258,14,0.03113859724253416,-1.3789201498031616,-0.003417159244418144,0.2,0.06100732088088989,0.4812663197517395,0.00079806615,0.0062309615314006805,2800,0.0003,0.0
1.0,-0.18608615000000003,18048,282,1257,14,0.03278830610215664,-1.3721338629722595,-0.0029228240251541137,0.2,0.11007219552993774,0.47972601652145386,0.003728399,0.007352985441684723,2810,0.0003,0.003125
1.0,-0.17655922000000007,18112,283,1249,14,0.03658970408141613,-1.3659062147140504,-0.008155082911252975,0.2,-0.034444332122802734,0.478213369846344,0.0029285774,0.006419681012630463,2820,0.0003,0.0109375
1.0,-0.15928302,18176,284,1228,14,0.026230193302035333,-1.3596876740455628,-0.010596938617527484,0.2,0.02155691385269165,0.4768218398094177,0.0106535,-0.006399102509021759,2830,0.0003,0.040625
1.0,-0.15833565,18240,285,1222,14,0.024617462046444417,-1.3543994188308717,-0.010658178478479385,0.2,0.08049863576889038,0.4757561683654785,0.008163342,-0.011490541510283947,2840,0.0003,0.03125
1.0,-0.15221251,18304,286,1212,15,0.033181189000606535,-1.3497214198112488,0.0005399726331233978,0.2,0.08358293771743774,0.4744243025779724,0.0009121699,0.012226015329360962,2850,0.0003,0.0
1.0,-0.1726614,18368,287,1203,15,0.023543807119131087,-1.3437763690948485,-0.009990159049630165,0.2,0.07303071022033691,0.47304844856262207,0.009164444,-0.0032400302588939667,2860,0.0003,0.0515625
1.0,-0.17545544000000002,18432,288,1203,15,0.03389972150325775,-1.3379497170448302,-0.006049272976815701,0.2,0.12778156995773315,0.4715641438961029,0.0040158695,0.0019370242953300476,2870,0.0003,0.00625
1.0,-0.16201289,18496,289,1203,15,0.03182026520371437,-1.3316553235054016,-0.008393981866538525,0.2,0.06972819566726685,0.47020602226257324,0.003188014,-0.01569712534546852,2880,0.0003,0.0015625
1.0,-0.15537117999999997,18560,290,1203,15,0.02132739145308733,-1.326603066921234,0.0012634174898266792,0.2,0.08462613821029663,0.46921616792678833,0.000514945,-0.002823260612785816,2890,0.0003,0.0
1.0,-0.14996777,18624,291,1203,15,0.028846197575330735,-1.3221532464027406,-0.002618805319070816,0.2,0.10254627466201782,0.4679264426231384,0.0069984747,0.011090515181422234,2900,0.0003,0.040625
1.0,-0.15723018,18688,292,1202,15,0.024881513975560664,-1.316084122657776,-0.007617618795484305,0.2,0.08246445655822754,0.4664779603481293,0.005346331,-0.0001023830845952034,2910,0.0003,0.0109375
1.0,-0.20206053000000002,18752,293,1202,15,0.025349216535687447,-1.310255491733551,-0.009922446776181459,0.2,0.012824714183807373,0.4652095437049866,0.0034829509,-0.010845672339200974,2920,0.0003,0.0046875
1.0,-0.18021215999999998,18816,294,1202,15,0.046926749497652055,-1.305223858356476,-0.011709169670939445,0.2,-0.046414852142333984,0.46421414613723755,0.0072641447,-0.015483798459172249,2930,0.0003,0.0140625
1.0,-0.15935546000000003,18880,295,1202,15,0.02076021023094654,-1.3004460692405702,-0.00019800513982772827,0.2,0.1924780011177063,0.4627572000026703,0.0034443606,0.008955210447311401,2940,0.0003,0.0125
1.0,-0.15645757,18944,296,1203,15,0.024664015881717204,-1.2938310265541078,-0.010213946551084518,0.2,0.13659101724624634,0.4613625705242157,0.0065027243,-0.01196860522031784,2950,0.0003,0.009375
1.0,-0.18850803,19008,297,1203,15,0.025508804246783257,-1.2882957816123963,-0.017631033062934877,0.2,0.046512603759765625,0.46011215448379517,0.018172603,-0.016534512862563133,2960,0.0003,0.0859375
1.0,-0.17104865,19072,298,1203,15,0.0271628238260746,-1.2827711939811706,-0.011105036363005638,0.2,0.10114800930023193,0.4588571786880493,0.0048969993,-0.011903751641511917,2970,0.0003,0.0046875
1.0,-0.13647724999999997,19136,299,1204,15,0.035018452629446986,-1.277049481868744,-0.008511015586555004,0.2,0.0004856586456298828,0.4574398398399353,0.0067756176,-2.1496787667274475e-05,2980,0.0003,0.0171875
1.0,-0.13807024,19200,300,1204,15,0.016461656987667085,-1.270960545539856,0.0014936009421944619,0.2,0.09355038404464722,0.4561484456062317,0.000936497,0.005254659801721573,2990,0.0003,0.0
1.0,-0.16726502,19264,301,1204,15,0.028429585881531237,-1.2659009575843811,-0.019764469377696513,0.2,0.04836350679397583,0.4551555812358856,0.00583209,-0.02026655152440071,3000,0.0003,0.0109375
1.0,-0.15400693999999998,19328,302,1205,16,0.04546005502343178,-1.2614060044288635,-0.008266433607786894,0.2,0.056496381759643555,0.4540318250656128,0.015440567,0.011986877769231796,3010,0.0003,0.0828125
1.0,-0.17245886000000005,19392,303,1205,16,0.026555705070495605,-1.2564896821975708,-0.0029467856511473656,0.2,0.04960024356842041,0.45295196771621704,0.001053202,0.0015886640176177025,3020,0.0003,0.0
1.0,-0.17709993000000002,19456,304,1206,16,0.042236633598804474,-1.251709771156311,-0.0035087781026959418,0.2,0.055508434772491455,0.45184677839279175,0.00085525773,0.004646018147468567,3030,0.0003,0.0
1.0,-0.15290203,19520,305,1206,16,0.0273605290800333,-1.2467258095741272,0.0007432251237332821,0.2,0.12195760011672974,0.45069587230682373,0.0008596536,0.007422520779073238,3040,0.0003,0.0
1.0,-0.13387716000000002,19584,306,1207,16,0.025017021410167217,-1.2417885303497314,-0.0009343791520223021,0.2,0.10594087839126587,0.44967639446258545,0.00044342037,0.003902629017829895,3050,0.0003,0.0
1.0,-0.14472849000000002,19648,307,1207,16,0.03158961925655603,-1.2375893115997314,-0.007773180212825537,0.2,-0.05137646198272705,0.4488181471824646,0.009671709,0.005474104546010494,3060,0.0003,0.0328125
1.0,-0.12906842000000002,19712,308,1207,16,0.028598126024007797,-1.2339474439620972,-0.013602035492658615,0.2,0.07104289531707764,0.44797778129577637,0.006842076,-0.018737372010946274,3070,0.0003,0.009375
1.0,-0.11561433000000002,19776,309,1207,16,0.03439679965376854,-1.2299657821655274,-0.022278732247650625,0.2,-0.019030332565307617,0.4470444619655609,0.00807353,-0.023464679718017578,3080,0.0003,0.025
1.0,-0.15056285,19840,310,1208,16,0.016528451070189475,-1.2256794333457948,-0.0206478338688612,0.2,-0.10327565670013428,0.44609904289245605,0.0122971395,-0.027455519884824753,3090,0.0003,0.053125
1.0,-0.18235566000000003,19904,311,1208,16,0.030591131746768953,-1.221716868877411,-0.006423920951783657,0.2,0.09035927057266235,0.44529086351394653,0.011821793,-0.0027954522520303726,3100,0.0003,0.04375
1.0,-0.17147553,19968,312,1208,16,0.030897839926183224,-1.217507255077362,-0.002156443428248167,0.2,0.09378629922866821,0.44408077001571655,0.002516632,0.008924491703510284,3110,0.0003,0.025
1.0,-0.16286789,20032,313,1208,16,0.025625794380903243,-1.2113651990890504,-0.003948940988630056,0.2,0.10269933938980103,0.4425625503063202,0.0026201103,0.0006394712254405022,3120,0.0003,0.0
1.0,-0.13556575999999998,20096,314,1208,16,0.026270304806530476,-1.2041958212852477,-0.0019365404732525349,0.2,0.11786729097366333,0.4409695863723755,0.0027252035,0.0056069111451506615,3130,0.0003,0.00625
1.0,-0.13880395,20160,315,1208,16,0.024104698002338408,-1.197496509552002,-0.004658874310553074,0.2,0.17671537399291992,0.43965858221054077,0.005042853,-0.0008960291743278503,3140,0.0003,0.003125
1.0,-0.14116472,20224,316,1209,16,0.018658159114420415,-1.1920398116111754,-0.012754184752702713,0.2,0.050598978996276855,0.43854352831840515,0.0140943425,-0.00974477268755436,3150,0.0003,0.0890625
1.0,-0.16163987,20288,317,1209,16,0.020333176106214525,-1.1867406487464904,-0.0050424358807504175,0.2,0.04244101047515869,0.4372168183326721,0.0063803596,0.0014689993113279343,3160,0.0003,0.0203125
1.0,-0.16345809000000003,20352,318,1210,16,0.02967729661613703,-1.180345344543457,-0.0047941945493221285,0.2,0.11688297986984253,0.43584051728248596,0.0050656805,0.006553241051733494,3170,0.0003,0.0125
1.0,-0.15913421,20416,319,1210,16,0.029400161094963552,-1.174330461025238,-0.00783891910687089,0.2,0.08175855875015259,0.43462619185447693,0.006778091,0.0034017758443951607,3180,0.0003,0.025
1.0,-0.12058233999999998,20480,320,1210,16,0.027458713762462138,-1.1690873503684998,-0.004458696860820055,0.2,-0.07986176013946533,0.4335384666919708,0.0017756354,0.0009595714509487152,3190,0.0003,0.0
1.0,-0.14205038000000003,20544,321,1211,16,0.01675955131649971,-1.1644599199295045,-0.02605869611725211,0.2,-0.046950459480285645,0.4326881766319275,0.015892005,-0.04432066157460213,3200,0.0003,0.0640625
1.0,-0.18219756,20608,322,1211,17,0.019097956642508507,-1.1605821132659913,-0.011423646099865436,0.2,0.0160982608795166,0.43183475732803345,0.007378525,-0.01964915357530117,3210,0.0003,0.0515625
1.0,-0.19228977999999997,20672,323,1211,17,0.044110432267189026,-1.156519103050232,-0.010589297115802764,0.2,0.01854616403579712,0.43090301752090454,0.01736248,0.012327177450060844,3220,0.0003,0.1328125
1.0,-0.17449114000000002,20736,324,1212,17,0.029229282587766647,-1.1520331025123596,-0.006747150514274836,0.2,0.0841488242149353,0.42988502979278564,0.0031314632,-0.002442101016640663,3230,0.0003,0.0015625
1.0,-0.15614311,20800,325,1212,17,0.028197731450200082,-1.146942687034607,-0.007159063499420882,0.2,0.15682023763656616,0.4287124276161194,0.010959681,0.0054911356419324875,3240,0.0003,0.0578125
1.0,-0.16837995,20864,326,1212,17,0.01940497662872076,-1.1415603280067443,-0.009720196016132832,0.2,0.09847337007522583,0.4275851249694824,0.005836808,-0.012243444100022316,3250,0.0003,0.015625
1.0,-0.16556157000000002,20928,327,1212,17,0.02478114329278469,-1.1360394597053527,-0.003206433355808258,0.2,0.1995493769645691,0.42634478211402893,0.009688802,0.007590831257402897,3260,0.0003,0.05
1.0,-0.14838352,20992,328,1212,17,0.04311792887747288,-1.1300575375556945,-0.0073733045253902675,0.2,-0.005907535552978516,0.424976646900177,0.006119414,0.008092949166893959,3270,0.0003,0.0203125
1.0,-0.15534467000000002,21056,329,1213,17,0.025804317183792592,-1.12325679063797,-0.006178120523691178,0.2,0.048834025859832764,0.423509418964386,0.0047370344,0.004152112640440464,3280,0.0003,0.0109375
1.0,-0.16863378999999998,21120,330,1213,17,0.03657056540250778,-1.11647686958313,-0.013354624062776566,0.2,0.02793329954147339,0.42202991247177124,0.007945851,-0.00412653386592865,3290,0.0003,0.0265625
1.0,-0.16630533,21184,331,1213,17,0.03282129429280758,-1.1093649744987488,-0.018688236363232136,0.2,0.09641504287719727,0.4206024408340454,0.010782075,-0.016816271468997,3300,0.0003,0.0359375
1.0,-0.15738293,21248,332,1213,17,0.0313701331615448,-1.1026791095733643,-0.003048824518918991,0.2,-0.052049875259399414,0.419150710105896,0.0031738123,0.005368444137275219,3310,0.0003,0.0015625
1.0,-0.15465453999999998,21312,333,1213,17,0.03286903463304043,-1.0955029129981995,-0.0034466844517737627,0.2,0.11487442255020142,0.4176013469696045,0.0042601614,0.007861291989684105,3320,0.0003,0.0046875
1.0,-0.11377504999999999,21376,334,1214,17,0.030409150011837482,-1.088217520713806,-0.01718284534290433,0.2,0.04877692461013794,0.41612815856933594,0.011909073,-0.014781957492232323,3330,0.0003,0.0578125
1.0,-0.12083297,21440,335,1214,17,0.017243109829723834,-1.0816234946250916,-0.0031207834370434286,0.2,0.002924978733062744,0.4149487018585205,0.0034167236,-0.004515097476541996,3340,0.0003,0.0046875
1.0,-0.14554961,21504,336,1214,17,0.02119216527789831,-1.076527190208435,-0.013227309100329876,0.2,0.03155618906021118,0.4139746427536011,0.013163263,-0.016586054116487503,3350,0.0003,0.0578125
1.0,-0.14507592,21568,337,1215,17,0.027106256037950516,-1.0720428943634033,-0.013530259393155575,0.2,0.08405721187591553,0.41310444474220276,0.0063420357,-0.01769627444446087,3360,0.0003,0.0109375
1.0,-0.15785116,21632,338,1215,17,0.025535646267235278,-1.0678443789482117,0.0031593961641192434,0.2,0.08187466859817505,0.4122433066368103,0.00073614717,0.010170969180762768,3370,0.0003,0.0
1.0,-0.15265543999999998,21696,339,1215,17,0.025596895813941957,-1.06355220079422,-0.013006761111319065,0.2,0.14685505628585815,0.41126903891563416,0.0069906935,-0.01574373058974743,3380,0.0003,0.0171875
1.0,-0.13768546,21760,340,1216,17,0.028402488306164743,-1.0584512948989868,-0.0011616853065788747,0.2,0.0541953444480896,0.41019076108932495,0.0053275004,0.004809118807315826,3390,0.0003,0.0125
1.0,-0.17168370999999996,21824,341,1215,17,0.022150631435215472,-1.0533373355865479,-0.006486436817795038,0.2,0.08378291130065918,0.40918177366256714,0.007842802,-0.0019016088917851448,3400,0.0003,0.0390625
1.0,-0.14898964,21888,342,1215,18,0.04092431031167507,-1.0485764265060424,-0.003413472231477499,0.2,0.03556913137435913,0.408237099647522,0.0032438678,-0.00010929815471172333,3410,0.0003,0.0
1.0,-0.1268554,21952,343,1214,18,0.034964289888739584,-1.0441430687904358,-0.008205912262201309,0.2,-0.01027977466583252,0.4074118435382843,0.0055143973,-0.00294560007750988,3420,0.0003,0.01875
1.0,-0.16705194,22016,344,1210,18,0.03293138816952705,-1.0402386665344239,-0.019470675475895406,0.2,-0.02867448329925537,0.40660935640335083,0.014297162,-0.009331762790679932,3430,0.0003,0.0875
1.0,-0.14788173000000002,22080,345,1208,18,0.030636396445333957,-1.0364130973815917,-0.01084856279194355,0.2,0.14141106605529785,0.40587300062179565,0.0060726064,-0.017223341390490532,3440,0.0003,0.0046875
1.0,-0.14811334,22144,346,1208,18,0.0193416940048337,-1.0322471618652345,-0.0016813030932098627,0.2,0.09325695037841797,0.40482762455940247,0.004563981,0.004633952863514423,3450,0.0003,0.015625
1.0,-0.11404109999999999,22208,347,1207,18,0.019942035526037218,-1.0270723104476929,-0.027435506135225295,0.2,0.09991598129272461,0.4038347005844116,0.017129775,-0.033521998673677444,3460,0.0003,0.0828125
1.0,-0.12907348999999999,22272,348,1206,18,0.01672347988933325,-1.0223534107208252,-0.019684098288416864,0.2,0.05906820297241211,0.40297383069992065,0.013596696,-0.02714020200073719,3470,0.0003,0.059375
1.0,-0.14899716000000002,22336,349,1206,18,0.038067673519253734,-1.0184757351875304,0.003123118868097663,0.2,0.028693854808807373,0.4022579789161682,0.00026051095,0.010595351457595825,3480,0.0003,0.0
1.0,-0.11833713000000001,22400,350,1205,18,0.028401241078972815,-1.0144062995910645,-0.004506998835131526,0.2,0.11643433570861816,0.4012090265750885,0.0038784621,0.0023640086874365807,3490,0.0003,0.0015625
1.0,-0.13878504000000003,22464,351,1205,18,0.024193305149674417,-1.0088549256324768,-0.007131095230579376,0.2,-0.017214059829711914,0.40016353130340576,0.0057938327,-0.010511760599911213,3500,0.0003,0.0109375
1.0,-0.12318430000000001,22528,352,1204,18,0.03294984512031078,-1.0037471055984497,-0.007273605093359947,0.2,0.07692605257034302,0.39911460876464844,0.010370765,0.006174791604280472,3510,0.0003,0.0640625
1.0,-0.15259888,22592,353,1203,18,0.01837922316044569,-0.9985800683498383,-0.006776671484112739,0.2,0.07220584154129028,0.39807286858558655,0.008720726,-0.004094171337783337,3520,0.0003,0.0296875
1.0,-0.13486963,22656,354,1202,18,0.04411429613828659,-0.9936160147190094,0.0005092892795801162,0.2,-0.050274014472961426,0.397268682718277,0.00047544017,0.006669091060757637,3530,0.0003,0.0
1.0,-0.13579563,22720,355,1202,18,0.027317284606397152,-0.9899155616760253,-0.01013766387477517,0.2,0.021326780319213867,0.3964708745479584,0.008576162,-0.011636442504823208,3540,0.0003,0.021875
1.0,-0.13416015,22784,356,1202,18,0.03365021161735058,-0.9854706823825836,0.002961526717990637,0.2,0.012443900108337402,0.3955628275871277,0.0006365422,0.004127673804759979,3550,0.0003,0.0
1.0,-0.14170161,22848,357,1201,19,0.03014575634151697,-0.9808879792690277,-0.009595481492578984,0.2,-0.0059223175048828125,0.3946409225463867,0.013260542,0.005692706443369389,3560,0.0003,0.10625
1.0,-0.1553835,22912,358,1201,19,0.02948934081941843,-0.975610899925232,-0.0037129152566194533,0.2,0.05739891529083252,0.39336544275283813,0.0029871445,0.007564159110188484,3570,0.0003,0.0046875
1.0,-0.14922047000000002,22976,359,1201,19,0.03583349473774433,-0.9689007878303528,-0.012280604615807534,0.2,0.013386547565460205,0.3921424150466919,0.015351561,-0.0009872876107692719,3580,0.0003,0.06875
1.0,-0.12714054,23040,360,1201,19,0.01832732018083334,-0.9634239673614502,-0.011862901877611876,0.2,0.0853959321975708,0.3912118971347809,0.0033313748,-0.021680161356925964,3590,0.0003,0.0078125
