time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,train/clip_fraction,train/explained_variance,train/approx_kl,train/learning_rate,train/entropy_loss,train/n_updates,train/value_loss,train/std,train/clip_range,train/loss,train/policy_gradient_loss
126,-0.18338144,1.0,8064,1301,6,0.0078125,0.05284762382507324,0.0034008445,0.0003,-2.2377814054489136,1250,0.036162735894322395,0.7398296594619751,0.2,0.0045076776295900345,-0.0067298801615834234
127,-0.15877557,1.0,8128,1302,6,0.0046875,0.13231414556503296,0.0030497462,0.0003,-2.231996989250183,1260,0.025672656297683717,0.7379278540611267,0.2,-0.006308414973318577,-0.006573903933167457
128,-0.17525559999999996,1.0,8192,1301,6,0.053125,0.0929790735244751,0.013253456,0.0003,-2.227550745010376,1270,0.01932363212108612,0.7364948987960815,0.2,-0.02226315438747406,-0.017206038907170297
129,-0.23339814000000003,1.0,8256,1302,6,0.0109375,0.15176206827163696,0.0037777135,0.0003,-2.223756432533264,1280,0.027024834603071212,0.7351154088973999,0.2,-0.0005728956311941147,-0.004423427954316139
130,-0.22842388,1.0,8320,1302,6,0.0046875,0.06903427839279175,0.0031401357,0.0003,-2.21940815448761,1290,0.04708669930696487,0.7330712080001831,0.2,0.015255063772201538,-0.002658152673393488
131,-0.21356034999999995,1.0,8384,1303,6,0.0125,0.06712734699249268,0.003921463,0.0003,-2.2128986120224,1300,0.03980962000787258,0.7304122447967529,0.2,0.009507894515991211,-0.006264103204011917
132,-0.19945639,1.0,8448,1303,6,0.0,0.09250408411026001,0.0018872209,0.0003,-2.206017804145813,1310,0.03191032372415066,0.7282896041870117,0.2,-0.0044371504336595535,-0.0077812403440475466
133,-0.18338998999999997,1.0,8512,1303,6,0.0,0.11872464418411255,0.0026943516,0.0003,-2.2002530813217165,1320,0.02386789470911026,0.7259694337844849,0.2,0.007659374736249447,-0.001570366509258747
134,-0.23672407000000004,1.0,8576,1304,6,0.0,0.12215626239776611,0.0012354562,0.0003,-2.1939491987228394,1330,0.028059426881372928,0.7240755558013916,0.2,-0.0032989075407385826,-0.0061625087633728984
135,-0.23850557999999997,1.0,8640,1304,6,0.0,0.01242917776107788,0.00096487626,0.0003,-2.1894335031509398,1340,0.03889043740928173,0.7226082682609558,0.2,0.015738189220428467,0.0018129711505025625
136,-0.25004086000000003,1.0,8704,1304,6,0.028125,0.12612265348434448,0.0076677296,0.0003,-2.184828281402588,1350,0.03240265920758247,0.7205170392990112,0.2,0.0028172582387924194,-0.00825487095862627
137,-0.2368697,1.0,8768,1304,6,0.05625,0.13373702764511108,0.014012622,0.0003,-2.1785696268081667,1360,0.03649129942059517,0.7182923555374146,0.2,-0.013304665684700012,-0.01730254152789712
138,-0.24016766000000003,1.0,8832,1303,6,0.08125,0.07947778701782227,0.011899323,0.0003,-2.172574496269226,1370,0.03527713380753994,0.7163058519363403,0.2,-0.010659871622920036,-0.02296100351959467
139,-0.23103507999999998,1.0,8896,1302,6,0.0171875,0.09629148244857788,0.0076085273,0.0003,-2.167543339729309,1380,0.030620674788951873,0.7145851850509644,0.2,-0.006767036393284798,-0.01000755475834012
140,-0.23115824999999998,1.0,8960,1302,6,0.025,-0.06085705757141113,0.0059437286,0.0003,-2.1623194932937624,1390,0.05182391218841076,0.7125051021575928,0.2,0.00437113456428051,-0.013389973063021898
141,-0.23539848,1.0,9024,1302,6,0.0078125,0.13386976718902588,0.0037145205,0.0003,-2.1561158180236815,1400,0.027481644228100777,0.7102919220924377,0.2,0.01021278090775013,-0.0018555203452706337
142,-0.20028889,1.0,9088,1302,6,0.0125,0.15925508737564087,0.0049560918,0.0003,-2.1508983850479124,1410,0.022782696038484575,0.7089887857437134,0.2,-0.007333029992878437,-0.007647507777437568
143,-0.19674535999999995,1.0,9152,1303,7,0.1,0.07173025608062744,0.020344056,0.0003,-2.1476541996002196,1420,0.03697878681123257,0.707707941532135,0.2,-0.01932542584836483,-0.023919229861348867
144,-0.22806351,1.0,9216,1303,7,0.078125,0.1172933578491211,0.015856832,0.0003,-2.143268609046936,1430,0.026631570979952814,0.7059537768363953,0.2,-0.016185510903596878,-0.01952088698744774
145,-0.23951383999999998,1.0,9280,1303,7,0.0,0.11583179235458374,0.0014753034,0.0003,-2.138024663925171,1440,0.034320739284157756,0.7040053606033325,0.2,-0.001384839415550232,-0.004519369453191757
146,-0.22300141000000004,1.0,9344,1304,7,0.0328125,0.026321351528167725,0.007296835,0.0003,-2.1325368881225586,1450,0.03942346833646297,0.7021176815032959,0.2,0.005473660305142403,-0.009148744307458401
147,-0.25631198,1.0,9408,1304,7,0.0203125,0.1412913203239441,0.0067131743,0.0003,-2.127599501609802,1460,0.03240488916635513,0.700534462928772,0.2,-0.018028749153017998,-0.016581584187224507
148,-0.22399650000000002,1.0,9472,1304,7,0.0453125,0.13371431827545166,0.008113351,0.0003,-2.1232204675674438,1470,0.034306904301047325,0.6990751624107361,0.2,0.010900933295488358,-0.004575600195676088
149,-0.21939257999999998,1.0,9536,1304,7,0.0109375,0.09108322858810425,0.0052735303,0.0003,-2.119493246078491,1480,0.03252275157719851,0.697979748249054,0.2,-0.0061291977763175964,-0.010954792611300945
150,-0.23603219,1.0,9600,1304,7,0.0,0.09217524528503418,0.0009641163,0.0003,-2.116083288192749,1490,0.03313005715608597,0.6965432167053223,0.2,0.012466968037188053,0.0006073357071727514
151,-0.21427744,1.0,9664,1304,7,0.01875,0.15519094467163086,0.0071043326,0.0003,-2.1117724180221558,1500,0.02966215033084154,0.6951131820678711,0.2,-0.011552002280950546,-0.012050952948629855
152,-0.19426198000000003,1.0,9728,1301,7,0.0328125,0.08816498517990112,0.008146652,0.0003,-2.107897186279297,1510,0.027639332227408886,0.6937562227249146,0.2,-0.005842102691531181,-0.009029643796384334
153,-0.21619191999999998,1.0,9792,1300,7,0.0015625,0.1576480269432068,0.0022964543,0.0003,-2.103972625732422,1520,0.022970057278871536,0.6925255060195923,0.2,0.002641858533024788,0.0014361474663019181
154,-0.22302111000000008,1.0,9856,1301,7,0.034375,0.08853089809417725,0.0073874146,0.0003,-2.0998796939849855,1530,0.030453209578990937,0.690565824508667,0.2,0.010266276076436043,-0.0037255166098475456
155,-0.24927292999999998,1.0,9920,1301,7,0.0078125,0.06442534923553467,0.0035010176,0.0003,-2.0935824155807494,1540,0.0388197872787714,0.6885292530059814,0.2,-0.012397721409797668,-0.013729505520313979
156,-0.22840734,1.0,9984,1301,7,0.009375,0.1493430733680725,0.005180373,0.0003,-2.0885195255279543,1550,0.03955768048763275,0.687159538269043,0.2,-0.005743592977523804,-0.006078997440636158
157,-0.21513501999999998,1.0,10048,1301,7,0.021875,0.1265246868133545,0.0052871965,0.0003,-2.084708571434021,1560,0.028722969628870488,0.6857559680938721,0.2,0.009203016757965088,-0.0017019729129970074
158,-0.22438473999999997,1.0,10112,1302,7,0.0,0.10969096422195435,0.0024379147,0.0003,-2.0806907415390015,1570,0.03212439846247435,0.6845906972885132,0.2,0.0015067588537931442,-0.0032196412794291973
159,-0.23110787,1.0,10176,1301,7,0.0,0.16944599151611328,0.000708662,0.0003,-2.0768149137496947,1580,0.03344159759581089,0.6827605962753296,0.2,0.01573682762682438,0.00039167222566902635
160,-0.23899384,1.0,10240,1301,7,0.03125,0.13875800371170044,0.009113411,0.0003,-2.07056930065155,1590,0.027690395154058932,0.6804952025413513,0.2,-0.00479760579764843,-0.010473536420613527
161,-0.23055281,1.0,10304,1301,7,0.0,0.2987790107727051,0.0019020373,0.0003,-2.063766264915466,1600,0.020438942685723306,0.6781600713729858,0.2,0.006462911143898964,-0.0006949877366423607
162,-0.22213835000000004,1.0,10368,1301,7,0.0015625,0.10827988386154175,0.0027048858,0.0003,-2.056904149055481,1610,0.03075328953564167,0.6758333444595337,0.2,-0.00712363887578249,-0.008367324527353049
163,-0.22452975000000003,1.0,10432,1302,8,0.103125,0.1297999620437622,0.022460815,0.0003,-2.0504632711410524,1620,0.029033832252025604,0.6739659905433655,0.2,-0.012750240974128246,-0.01840544641017914
164,-0.21293727,1.0,10496,1302,8,0.0046875,0.13025301694869995,0.002144402,0.0003,-2.0454514265060424,1630,0.03275014758110047,0.6723796129226685,0.2,0.00034314580261707306,-0.0039324860088527204
165,-0.20103989,1.0,10560,1302,8,0.0859375,0.12986546754837036,0.016893532,0.0003,-2.040833902359009,1640,0.02918313257396221,0.6709632873535156,0.2,-0.01822119578719139,-0.022526065073907375
166,-0.18714859999999997,1.0,10624,1303,8,0.003125,-0.022940874099731445,0.001595566,0.0003,-2.036669683456421,1650,0.03320170640945434,0.6694677472114563,0.2,0.008452946320176125,-0.0020421869587153195
167,-0.19645201,1.0,10688,1303,8,0.0296875,0.14258968830108643,0.0100241,0.0003,-2.0323177576065063,1660,0.025690999627113343,0.6681534051895142,0.2,-0.01510175596922636,-0.012650347780436277
168,-0.20524910999999998,1.0,10752,1304,8,0.0078125,0.15048223733901978,0.0039983476,0.0003,-2.028311824798584,1670,0.029437216557562353,0.6665586233139038,0.2,0.009286392480134964,-0.000917162001132965
169,-0.21545941,1.0,10816,1303,8,0.0125,0.17139297723770142,0.007972962,0.0003,-2.02318696975708,1680,0.02915053889155388,0.6648291349411011,0.2,-0.020701395347714424,-0.015918177738785743
170,-0.20901481,1.0,10880,1304,8,0.08125,0.01892268657684326,0.01526094,0.0003,-2.0184205293655397,1690,0.04006702862679958,0.6635439395904541,0.2,-0.0017433911561965942,-0.014268412068486214
171,-0.17371087000000002,1.0,10944,1304,8,0.0078125,0.2468675971031189,0.004211176,0.0003,-2.015127086639404,1700,0.017649532482028007,0.6625674962997437,0.2,-0.005938696675002575,-0.005950408615171909
172,-0.19446778,1.0,11008,1304,8,0.03125,0.1435307264328003,0.008619986,0.0003,-2.011524486541748,1710,0.02082705907523632,0.6609381437301636,0.2,-0.009600672870874405,-0.011324618570506572
173,-0.19225123,1.0,11072,1305,8,0.0171875,0.10772216320037842,0.007986705,0.0003,-2.0064616203308105,1720,0.037948507070541385,0.6594598293304443,0.2,-0.020060919225215912,-0.016894217766821384
174,-0.17746124000000002,1.0,11136,1305,8,0.0078125,0.04035383462905884,0.0056283623,0.0003,-2.002045917510986,1730,0.03334144875407219,0.6577455401420593,0.2,0.01106444001197815,-0.0018648664467036725
175,-0.16406371999999997,1.0,11200,1305,8,0.0109375,0.1269485354423523,0.0064994264,0.0003,-1.9966452240943908,1740,0.02851941790431738,0.6560888290405273,0.2,-0.018898747861385345,-0.013063248805701732
176,-0.20437533,1.0,11264,1306,8,0.0984375,0.15110957622528076,0.022754433,0.0003,-1.991819477081299,1750,0.020534278079867362,0.654455304145813,0.2,-0.019711315631866455,-0.020124050602316857
177,-0.20805888999999997,1.0,11328,1306,8,0.0,0.23730331659317017,0.0005495008,0.0003,-1.9860705614089966,1760,0.027332198433578016,0.652278482913971,0.2,0.009005129337310791,3.53299081325531e-05
178,-0.17862572000000004,1.0,11392,1307,8,0.0671875,0.15919923782348633,0.013070346,0.0003,-1.9791717410087586,1770,0.037698281928896904,0.6499592065811157,0.2,0.0016268137842416763,-0.014039216190576553
179,-0.17374547999999998,1.0,11456,1307,8,0.00625,0.1973608136177063,0.00345496,0.0003,-1.9723426818847656,1780,0.022157829254865646,0.6479048728942871,0.2,-0.014932218939065933,-0.011564861796796323
180,-0.21098359999999997,1.0,11520,1307,8,0.03125,0.016834676265716553,0.009635242,0.0003,-1.9663540124893188,1790,0.0418949581682682,0.646055281162262,0.2,0.0012321677058935165,-0.012844586372375488
181,-0.23477896999999995,1.0,11584,1308,8,0.0328125,0.055251359939575195,0.009630613,0.0003,-1.9610101938247682,1800,0.04059548452496529,0.6444504261016846,0.2,-0.005419518798589706,-0.014528109971433879
182,-0.20168963,1.0,11648,1307,8,0.0078125,0.12006253004074097,0.006699465,0.0003,-1.9556865096092224,1810,0.032988008856773374,0.6425711512565613,0.2,-0.013283327221870422,-0.011919712647795677
183,-0.19570947,1.0,11712,1307,8,0.0109375,0.22810053825378418,0.0046743033,0.0003,-1.9500141143798828,1820,0.021426304429769515,0.6409661769866943,0.2,-0.012600100599229336,-0.007718348316848278
184,-0.21311029,1.0,11776,1308,9,0.0,0.1205817461013794,0.003203786,0.0003,-1.9452282786369324,1830,0.026670185662806035,0.6393104195594788,0.2,0.00845300406217575,-0.001780860498547554
185,-0.20561627999999998,1.0,11840,1308,9,0.0,0.14161062240600586,0.0011771396,0.0003,-1.9395832896232605,1840,0.03138159140944481,0.6374556422233582,0.2,0.006684275344014168,-0.0026658167131245135
186,-0.22290530000000003,1.0,11904,1308,9,0.0375,0.2639666199684143,0.009521961,0.0003,-1.9338048219680786,1850,0.018668086640536784,0.635693371295929,0.2,-0.012695588171482086,-0.011777205346152186
187,-0.22147531,1.0,11968,1307,9,0.0,0.06189930438995361,0.0017926767,0.0003,-1.928259825706482,1860,0.04232089519500733,0.6339215636253357,0.2,0.016675030812621117,0.002387675177305937
188,-0.23299756000000002,1.0,12032,1306,9,0.00625,0.17497646808624268,0.0039186794,0.0003,-1.9227118015289306,1870,0.026843863353133202,0.6322053074836731,0.2,-0.006638785824179649,-0.009856717102229596
189,-0.24126274000000003,1.0,12096,1307,9,0.0390625,0.08295148611068726,0.009967959,0.0003,-1.9171913743019104,1880,0.045974967628717424,0.6303584575653076,0.2,0.0003210846334695816,-0.01610458455979824
190,-0.21551017999999997,1.0,12160,1307,9,0.01875,-0.0538790225982666,0.004992835,0.0003,-1.9106756687164306,1890,0.048509152978658675,0.6280938386917114,0.2,0.007713455706834793,-0.009773307666182517
191,-0.18569876000000002,1.0,12224,1307,9,0.0140625,0.08854836225509644,0.0068258,0.0003,-1.9040236473083496,1900,0.029410859756171703,0.6263313889503479,0.2,-0.017369620501995087,-0.014672335796058178
192,-0.20040549000000002,1.0,12288,1307,9,0.0875,-0.022676944732666016,0.017004848,0.0003,-1.8988167643547058,1910,0.020247817784547806,0.6247191429138184,0.2,-0.009390558116137981,-0.01455073393881321
193,-0.19819011,1.0,12352,1307,9,0.009375,0.0019788742065429688,0.0054153707,0.0003,-1.893745446205139,1920,0.04329747073352337,0.6232988834381104,0.2,-0.009526243433356285,-0.011583811882883311
194,-0.19722985999999998,1.0,12416,1308,9,0.0953125,-0.07063925266265869,0.01608605,0.0003,-1.889526128768921,1930,0.0417405866086483,0.6220376491546631,0.2,-0.0039435457438230515,-0.018222427181899547
195,-0.22061664000000003,1.0,12480,1308,9,0.0,0.129261314868927,0.0026153848,0.0003,-1.884935700893402,1940,0.025729776918888093,0.6202408075332642,0.2,-0.00017511378973722458,-0.006166758295148611
196,-0.23613897000000006,1.0,12544,1307,9,0.034375,0.2487252950668335,0.01110178,0.0003,-1.8786832690238953,1950,0.030937468633055687,0.6183590888977051,0.2,-0.01644747704267502,-0.013226834125816822
197,-0.21620220999999998,1.0,12608,1308,9,0.0,0.048211097717285156,0.001536333,0.0003,-1.8730090618133546,1960,0.04075869023799896,0.6166539192199707,0.2,0.0034913215786218643,-0.003146697022020817
198,-0.21646524000000006,1.0,12672,1308,9,0.0671875,0.11955642700195312,0.01527415,0.0003,-1.8679668664932252,1970,0.02190736513584852,0.6153218150138855,0.2,-0.03192815184593201,-0.023405755311250685
199,-0.19874386999999996,1.0,12736,1308,9,0.04375,0.04839658737182617,0.009485998,0.0003,-1.8637275218963623,1980,0.03673659600317478,0.6138312816619873,0.2,-0.0021178293973207474,-0.011426185816526413
200,-0.17894203,1.0,12800,1309,9,0.00625,0.022174715995788574,0.0028805202,0.0003,-1.8582329750061035,1990,0.02938797865062952,0.6118836998939514,0.2,0.004636052995920181,-0.005542549304664135
201,-0.20717424999999995,1.0,12864,1308,9,0.0015625,0.21172434091567993,0.0029248726,0.0003,-1.852286195755005,2000,0.02261884193867445,0.6103623509407043,0.2,-0.005313488654792309,-0.003467544633895159
202,-0.19414411999999998,1.0,12928,1308,9,0.05625,0.1279427409172058,0.0120025175,0.0003,-1.847695815563202,2010,0.022962512634694576,0.6089655160903931,0.2,-0.0026574404910206795,-0.008931618183851242
203,-0.20906312,1.0,12992,1308,9,0.0,0.16384518146514893,0.0022416469,0.0003,-1.8431498050689696,2020,0.03236071802675724,0.6076431274414062,0.2,0.001799076795578003,-0.002916235849261284
204,-0.21181871999999996,1.0,13056,1308,9,0.071875,0.03779250383377075,0.019053824,0.0003,-1.8389189958572387,2030,0.043217386677861215,0.6064433455467224,0.2,-0.023365575820207596,-0.02851774338632822
205,-0.19637280999999998,1.0,13120,1309,10,0.009375,0.1263657808303833,0.0026951907,0.0003,-1.8348323464393617,2040,0.030422153137624263,0.6051592826843262,0.2,0.0012698965147137642,-0.004451178014278412
206,-0.18904568000000002,1.0,13184,1309,10,0.0109375,0.09611213207244873,0.0032599317,0.0003,-1.8300176858901978,2050,0.027154817432165145,0.6034733057022095,0.2,0.0055602919310331345,-0.0034084731712937357
207,-0.19825405999999993,1.0,13248,1309,10,0.0375,0.23076462745666504,0.010297469,0.0003,-1.8244615554809571,2060,0.025627277418971063,0.6020253300666809,0.2,-0.009446111507713795,-0.012296562269330024
208,-0.20873058999999997,1.0,13312,1309,10,0.0,0.1993924379348755,0.0020519746,0.0003,-1.8203195095062257,2070,0.026413626782596112,0.6010063886642456,0.2,0.003320479765534401,-0.0003926968201994896
209,-0.2547337,1.0,13376,1309,10,0.0,0.046321868896484375,0.0011806414,0.0003,-1.8171753406524658,2080,0.039056041091680524,0.6000862121582031,0.2,0.002244558185338974,-0.00047923773527145384
210,-0.23027364000000003,1.0,13440,1310,10,0.065625,0.10679268836975098,0.011558068,0.0003,-1.813844907283783,2090,0.04586923941969871,0.5988699197769165,0.2,-0.010042259469628334,-0.020041485084220767
211,-0.18863836,1.0,13504,1310,10,0.03125,0.07091975212097168,0.008922109,0.0003,-1.8089709281921387,2100,0.03415627852082252,0.5971637964248657,0.2,-0.0022021643817424774,-0.009022702928632498
212,-0.17813753,1.0,13568,1310,10,0.0515625,0.17730319499969482,0.013551823,0.0003,-1.8032871961593628,2110,0.020171413011848927,0.5956196784973145,0.2,-0.022764289751648903,-0.019832187704741953
213,-0.16414242999999998,1.0,13632,1311,10,0.025,0.1345616579055786,0.008272974,0.0003,-1.797945785522461,2120,0.03071085028350353,0.593721330165863,0.2,0.0069950902834534645,-0.005132011231034994
214,-0.16829750999999998,1.0,13696,1311,10,0.0078125,0.0390317440032959,0.0046716267,0.0003,-1.7908300638198853,2130,0.030618606507778166,0.5914279818534851,0.2,0.003385980613529682,-0.00673106350004673
215,-0.21083459,1.0,13760,1310,10,0.0,0.055492281913757324,0.0031143045,0.0003,-1.7835060834884644,2140,0.03377080522477627,0.5896256566047668,0.2,-0.012038802728056908,-0.009296386851929128
216,-0.19281795000000002,1.0,13824,1310,10,0.121875,0.19309335947036743,0.017356526,0.0003,-1.7780667185783385,2150,0.026580395922064782,0.5880717039108276,0.2,-0.0051246527582407,-0.015618009306490422
217,-0.19494977,1.0,13888,1311,10,0.00625,0.012682795524597168,0.0033680163,0.0003,-1.772928774356842,2160,0.03687261492013931,0.5866868495941162,0.2,-0.013011844828724861,-0.01323153031989932
218,-0.19017721999999998,1.0,13952,1311,10,0.0,0.08056223392486572,0.0023238556,0.0003,-1.768399441242218,2170,0.033231765031814575,0.58535236120224,0.2,0.00291308481246233,-0.0027774314396083353
219,-0.22163873000000003,1.0,14016,1311,10,0.0515625,0.12545746564865112,0.009036791,0.0003,-1.7633937835693358,2180,0.03264178931713104,0.5837178230285645,0.2,0.01098383218050003,-0.004656274430453777
220,-0.20888299,1.0,14080,1311,10,0.015625,0.0425296425819397,0.0081127845,0.0003,-1.7579936981201172,2190,0.039126209914684296,0.5823403596878052,0.2,-0.01607535593211651,-0.015948991291224957
221,-0.18679997000000004,1.0,14144,1311,10,0.0859375,0.09186255931854248,0.014195559,0.0003,-1.7535140633583068,2200,0.030417322553694247,0.5811492204666138,0.2,0.005655126646161079,-0.010406909324228764
222,-0.19876928000000002,1.0,14208,1311,10,0.01875,0.13486874103546143,0.0070472816,0.0003,-1.7496288537979126,2210,0.022366437129676342,0.580003023147583,0.2,0.0030269622802734375,-0.004539668094366789
223,-0.19121010000000002,1.0,14272,1311,10,0.0296875,-0.04459953308105469,0.009572515,0.0003,-1.745302402973175,2220,0.03487005643546581,0.578708291053772,0.2,-0.010022060945630074,-0.013824889715760947
224,-0.19217115000000007,1.0,14336,1311,10,0.0171875,0.1040419340133667,0.0058590183,0.0003,-1.740509283542633,2230,0.03155137710273266,0.5771849155426025,0.2,0.0028977934271097183,-0.006460065487772226
225,-0.20393635999999998,1.0,14400,1311,10,0.009375,0.18700766563415527,0.004407459,0.0003,-1.7354053854942322,2240,0.02107354924082756,0.5759271383285522,0.2,-0.014290004968643188,-0.006246415991336107
226,-0.17391188999999993,1.0,14464,1311,11,0.0,-0.082938551902771,0.00018221699,0.0003,-1.7313502788543702,2250,0.05018703043460846,0.5746914148330688,0.2,0.022957414388656616,0.006859899265691638
227,-0.19394309000000004,1.0,14528,1311,11,0.0015625,0.044290125370025635,0.0018340768,0.0003,-1.726995015144348,2260,0.01992282662540674,0.573512077331543,0.2,-0.017818298190832138,-0.005377636570483446
228,-0.20739834999999998,1.0,14592,1311,11,0.0,0.138372540473938,0.00031088665,0.0003,-1.7229090571403503,2270,0.030555028654634952,0.5722454190254211,0.2,0.010373132303357124,0.0020505178719758986
229,-0.20035355,1.0,14656,1311,11,0.0,0.22491514682769775,0.00026384182,0.0003,-1.7182029128074645,2280,0.022923294454813004,0.5709019303321838,0.2,0.007961506024003029,2.9046181589365004e-05
230,-0.19872333,1.0,14720,1312,11,0.0140625,0.04569077491760254,0.004490559,0.0003,-1.7129075527191162,2290,0.022756481170654298,0.569094717502594,0.2,0.0018541514873504639,-0.005351509898900986
231,-0.18161901999999994,1.0,14784,1312,11,0.0046875,0.03983306884765625,0.003270574,0.0003,-1.7059303045272827,2300,0.03437371961772442,0.5671749114990234,0.2,-0.00250813364982605,-0.008945460570976138
232,-0.17507283999999995,1.0,14848,1312,11,0.028125,0.0664370059967041,0.008174108,0.0003,-1.6997384905815125,2310,0.026200485043227674,0.5656173229217529,0.2,-0.00022243056446313858,-0.008593844063580037
233,-0.18291079,1.0,14912,1312,11,0.0015625,0.09012722969055176,0.0041636936,0.0003,-1.6944446086883544,2320,0.028134284168481828,0.5642579793930054,0.2,-0.008753551170229912,-0.01036459244787693
234,-0.18150480000000005,1.0,14976,1312,11,0.0171875,0.10532093048095703,0.00631761,0.0003,-1.6892098188400269,2330,0.02231171578168869,0.5625995397567749,0.2,0.001178867183625698,-0.004796569980680942
235,-0.20563511999999995,1.0,15040,1312,11,0.0140625,0.15767782926559448,0.0057187006,0.0003,-1.6833963632583617,2340,0.029426569305360317,0.5612455606460571,0.2,-0.026796670630574226,-0.009605946019291878
236,-0.20303913999999998,1.0,15104,1312,11,0.0,0.12514734268188477,0.0004605893,0.0003,-1.6786979198455811,2350,0.03483406119048595,0.5597846508026123,0.2,0.015326488763093948,0.0026948848739266396
237,-0.18150396000000002,1.0,15168,1312,11,0.0,0.044988274574279785,0.0022564046,0.0003,-1.6730493545532226,2360,0.03599364534020424,0.5581586360931396,0.2,0.006522051990032196,-0.0028929354157298803
238,-0.19696009999999997,1.0,15232,1312,11,0.046875,0.12986689805984497,0.010834826,0.0003,-1.6671027183532714,2370,0.02778188306838274,0.5564335584640503,0.2,-0.0014171982184052467,-0.009041695389896631
239,-0.20131047000000002,1.0,15296,1312,11,0.0,0.0840754508972168,0.0009730896,0.0003,-1.6609558701515197,2380,0.03635305874049664,0.5549402832984924,0.2,0.002346811816096306,-0.00283702677115798
240,-0.19944219,1.0,15360,1312,11,0.021875,0.10790407657623291,0.008206701,0.0003,-1.6557418346405028,2390,0.028639181330800057,0.5533243417739868,0.2,0.00817116815596819,-0.0036571511998772623
241,-0.19104987999999998,1.0,15424,1312,11,0.003125,0.1252589225769043,0.0034430986,0.0003,-1.6499799013137817,2400,0.0211922999471426,0.5519707202911377,0.2,-0.014185910113155842,-0.00929400436580181
242,-0.15544777999999998,1.0,15488,1312,11,0.0,0.07367581129074097,0.0007602684,0.0003,-1.6451570630073546,2410,0.03392932713031769,0.550453782081604,0.2,0.017288368195295334,0.0026852038688957693
243,-0.16781970999999996,1.0,15552,1313,11,0.0,0.04419833421707153,0.0003732182,0.0003,-1.639050340652466,2420,0.02734112162142992,0.5486743450164795,0.2,0.005929485894739628,-0.0023218186572194098
244,-0.17372097,1.0,15616,1312,11,0.0015625,0.049089133739471436,0.00447244,0.0003,-1.6327642679214478,2430,0.029300397261977196,0.5470974445343018,0.2,-0.0025924695655703545,-0.00586406160145998
245,-0.19695659000000001,1.0,15680,1312,11,0.0171875,0.22028446197509766,0.003777882,0.0003,-1.6269904136657716,2440,0.016870280355215074,0.5453870296478271,0.2,-0.007467768155038357,-0.007161995396018028
246,-0.21103339999999998,1.0,15744,1311,12,0.0046875,0.07143986225128174,0.0041521788,0.0003,-1.62045578956604,2450,0.038486140221357344,0.5436131954193115,0.2,0.010269206017255783,-0.0018609922379255294
247,-0.19337711,1.0,15808,1312,12,0.0015625,-0.08818840980529785,0.0012732148,0.0003,-1.6142506837844848,2460,0.04863674864172936,0.5420898199081421,0.2,0.006010282784700394,-0.0030370956286787988
248,-0.17122639000000003,1.0,15872,1312,12,0.05625,0.09725534915924072,0.012380336,0.0003,-1.6086629152297973,2470,0.026886746846139432,0.540493905544281,0.2,-0.010388491675257683,-0.013460042630322277
249,-0.20544334000000003,1.0,15936,1312,12,0.0,0.08309340476989746,0.0010016626,0.0003,-1.6022793173789978,2480,0.029117835313081743,0.5386216640472412,0.2,0.01038501039147377,-0.0008917553815990687
250,-0.17700302999999998,1.0,16000,1312,12,0.0,0.20153295993804932,0.0012002783,0.0003,-1.5947980403900146,2490,0.027461246959865092,0.5364840030670166,0.2,0.0064643993973731995,-0.002781074680387974
251,-0.18119141,1.0,16064,1312,12,0.0,-0.050661563873291016,0.0006978605,0.0003,-1.5868765830993652,2500,0.04118084311485291,0.5345020294189453,0.2,0.0015523061156272888,-0.0038824448827654125
252,-0.19049485000000005,1.0,16128,1312,12,0.0,0.11153000593185425,0.0009911936,0.0003,-1.5801228046417237,2510,0.026762734912335873,0.5328826904296875,0.2,0.0031469427049160004,-0.002884222660213709
253,-0.19916090999999997,1.0,16192,1312,12,0.0375,-0.07580077648162842,0.009938617,0.0003,-1.5744948625564574,2520,0.06200936958193779,0.5314695835113525,0.2,-0.00643266923725605,-0.02388171451166272
254,-0.16016925,1.0,16256,1312,12,0.009375,0.03606712818145752,0.005665795,0.0003,-1.568956208229065,2530,0.02162085399031639,0.5298585891723633,0.2,-0.0034037651494145393,-0.006514751259237528
255,-0.18649167999999997,1.0,16320,1312,12,0.078125,0.054625868797302246,0.015622817,0.0003,-1.5629174709320068,2540,0.026163654029369356,0.5284873247146606,0.2,-0.02239428088068962,-0.019148774165660142
256,-0.1919955,1.0,16384,1312,12,0.0265625,0.09968781471252441,0.00745593,0.0003,-1.5577558636665345,2550,0.02907691728323698,0.5269136428833008,0.2,0.005850130692124367,-0.004565929621458053
257,-0.18785316999999999,1.0,16448,1311,12,0.0078125,0.17210209369659424,0.005768369,0.0003,-1.5512258410453796,2560,0.03472442775964737,0.525137722492218,0.2,0.0009043402969837189,-0.006256355112418533
258,-0.16426267,1.0,16512,1311,12,0.0453125,0.05588972568511963,0.009922503,0.0003,-1.544853961467743,2570,0.02622159905731678,0.5236914157867432,0.2,-0.0035943547263741493,-0.011766639724373817
259,-0.16879185,1.0,16576,1310,12,0.03125,0.11879181861877441,0.009836628,0.0003,-1.5401768565177918,2580,0.024303249642252923,0.5225611925125122,0.2,-0.019779831171035767,-0.015943483263254166
