rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/std,train/n_updates,train/learning_rate,train/value_loss
-0.24382366,30,1920,1.0,1075,1,-0.006050223764032125,0.2,-2.6802810430526733,0.0020363442599773407,0.024446189403533936,0.009258926,0.0359375,0.9226003885269165,290,0.0003,0.02306772768497467
-0.26600970999999995,31,1984,1.0,1075,1,-0.011468939855694771,0.2,-2.673922538757324,0.001065397635102272,0.030570268630981445,0.013298012,0.08125,0.9197564125061035,300,0.0003,0.030950879491865636
-0.23845292,32,2048,1.0,1077,1,-0.012776179146021605,0.2,-2.667727303504944,-0.0044305454939603806,0.035111844539642334,0.010328289,0.0375,0.9168040752410889,310,0.0003,0.03843870684504509
-0.23344803000000003,33,2112,1.0,1080,1,-0.005454349145293236,0.2,-2.6613298654556274,0.005958883091807365,0.05936390161514282,0.008777181,0.034375,0.9141172170639038,320,0.0003,0.02755063846707344
-0.23881473,34,2176,1.0,1079,2,-0.0055148577317595485,0.2,-2.655915880203247,0.006481003016233444,0.07981812953948975,0.0021486925,0.0,0.9117844104766846,330,0.0003,0.04584032334387302
-0.24799710999999994,35,2240,1.0,1079,2,0.0004256573971360922,0.2,-2.650791954994202,0.014696374535560608,-0.06343090534210205,0.0003499519,0.0,0.9094458818435669,340,0.0003,0.033217087760567664
-0.25551337,36,2304,1.0,1079,2,-0.006939625181257725,0.2,-2.6456772565841673,0.002629721537232399,0.013688445091247559,0.0020777471,0.0,0.9071327447891235,350,0.0003,0.04295080155134201
-0.27129172999999995,37,2368,1.0,1080,2,-0.013468851335346699,0.2,-2.6405015707015993,-0.019088560715317726,0.046553194522857666,0.0038971044,0.003125,0.9046840667724609,360,0.0003,0.03199261948466301
-0.25445962,38,2432,1.0,1076,2,-0.0014369310811161995,0.2,-2.6350942611694337,0.016541002318263054,-0.03318953514099121,0.0018019276,0.0015625,0.9023077487945557,370,0.0003,0.05418751426041126
-0.23594662,39,2496,1.0,1075,2,-0.014960105437785387,0.2,-2.6301816940307616,0.0008265580981969833,0.0030130743980407715,0.0143070435,0.0640625,0.900407075881958,380,0.0003,0.04191242568194866
-0.24697667999999998,40,2560,1.0,1075,2,-0.00438526663929224,0.2,-2.6267324686050415,0.005247689783573151,0.029723525047302246,0.0019089682,0.0,0.8991853594779968,390,0.0003,0.035376488044857976
-0.24162587000000002,41,2624,1.0,1073,2,-0.008998872991651297,0.2,-2.6236785888671874,0.004617100581526756,-0.006212830543518066,0.0058437856,0.025,0.8973526954650879,400,0.0003,0.037916578352451324
-0.23511036000000005,42,2688,1.0,1072,2,-0.0126707561314106,0.2,-2.619372510910034,-0.01102311722934246,-0.0174105167388916,0.008101956,0.0203125,0.8957076072692871,410,0.0003,0.034476977214217185
-0.25916776999999996,43,2752,1.0,1072,2,0.0019098890013992786,0.2,-2.6161088705062867,0.015968546271324158,0.04472661018371582,0.00041473657,0.0,0.8942597508430481,420,0.0003,0.02982132025063038
-0.28299841000000003,44,2816,1.0,1071,2,-0.010257752705365419,0.2,-2.6121499300003053,0.0034899888560175896,0.018101871013641357,0.012188071,0.071875,0.8919371962547302,430,0.0003,0.04057703725993633
-0.2525773,45,2880,1.0,1070,2,-0.014086470939218998,0.2,-2.6063564300537108,-0.007371755316853523,0.04467850923538208,0.010659044,0.0375,0.8892456293106079,440,0.0003,0.03761753998696804
-0.26021877,46,2944,1.0,1070,2,-0.006263248715549707,0.2,-2.600964140892029,0.002679472789168358,0.03659731149673462,0.008197143,0.025,0.8873834609985352,450,0.0003,0.03318863362073898
-0.30698271,47,3008,1.0,1071,2,-0.0005178528837859631,0.2,-2.5974751234054567,0.005004581063985825,-0.015431046485900879,0.0009332001,0.0,0.8860927820205688,460,0.0003,0.03328670226037502
-0.26887015,48,3072,1.0,1070,2,-0.013101099245250224,0.2,-2.5945870637893678,-0.005210628733038902,0.021226823329925537,0.0134718055,0.065625,0.8846527934074402,470,0.0003,0.03420194573700428
-0.22117403,49,3136,1.0,1071,2,-0.006353432405740022,0.2,-2.591433358192444,-0.0005982695147395134,0.06150615215301514,0.007647069,0.0171875,0.8834558725357056,480,0.0003,0.030310666002333165
-0.22038887,50,3200,1.0,1071,2,-0.010053958371281623,0.2,-2.588099503517151,-0.005426618270576,0.05554288625717163,0.0073927836,0.025,0.8813039660453796,490,0.0003,0.02351937610656023
-0.23117127999999998,51,3264,1.0,1072,3,-0.007212648261338472,0.2,-2.5822521924972532,0.002246670424938202,0.02713954448699951,0.0016515898,0.0,0.878476619720459,500,0.0003,0.046714480966329575
-0.25505593,52,3328,1.0,1074,3,-0.017787705175578594,0.2,-2.576549220085144,-0.024131949990987778,0.044641852378845215,0.0068151094,0.0203125,0.8766235709190369,510,0.0003,0.02517979983240366
-0.23527408000000002,53,3392,1.0,1074,3,-0.0022938985843211413,0.2,-2.572770428657532,0.010920686647295952,0.04271423816680908,0.0048074676,0.015625,0.8747525215148926,520,0.0003,0.03544177040457726
-0.23576798,54,3456,1.0,1075,3,-0.005825254507362843,0.2,-2.5680957317352293,0.001013847067952156,0.03539639711380005,0.0038902266,0.0,0.8727452754974365,530,0.0003,0.03610239028930664
-0.24781227,55,3520,1.0,1078,3,0.006449491903185845,0.2,-2.5637744903564452,0.015946898609399796,0.0272710919380188,0.00017504953,0.0,0.8709971904754639,540,0.0003,0.03438596278429031
-0.21954738000000007,56,3584,1.0,1080,3,-0.013756432943046093,0.2,-2.5595414638519287,-0.004445027559995651,0.02437490224838257,0.011193601,0.0515625,0.8688684105873108,550,0.0003,0.03493781313300133
-0.22791494,57,3648,1.0,1079,3,-0.0035137061960995196,0.2,-2.5533684492111206,0.0088787991553545,0.04182463884353638,0.0028127655,0.0046875,0.8653273582458496,560,0.0003,0.028970390558242798
-0.21227275999999995,58,3712,1.0,1082,3,-0.0022199956234544515,0.2,-2.544212579727173,0.009077497757971287,0.03517627716064453,0.00032337382,0.0,0.8611641526222229,570,0.0003,0.02755520064383745
-0.2508615,59,3776,1.0,1086,3,-0.006933780293911696,0.2,-2.5357235431671143,-0.005087223835289478,0.03960752487182617,0.002316014,0.0,0.8585057258605957,580,0.0003,0.02594705354422331
-0.23949573999999996,60,3840,1.0,1090,3,-0.001547309383749962,0.2,-2.5308264970779417,0.012433342635631561,-0.0008740425109863281,0.0017654141,0.0015625,0.8567203283309937,590,0.0003,0.059866977855563164
-0.22383238000000003,61,3904,1.0,1092,3,-0.006876417342573405,0.2,-2.526280951499939,0.006746942177414894,0.024588584899902344,0.0054933066,0.0140625,0.8543893098831177,600,0.0003,0.040754477679729464
-0.25297938000000003,62,3968,1.0,1095,3,-0.01296202102676034,0.2,-2.5204097986221314,-0.005085138604044914,0.07981729507446289,0.011154892,0.059375,0.8519360423088074,610,0.0003,0.03565700128674507
-0.26286357,63,4032,1.0,1098,3,-0.007051012851297856,0.2,-2.5146722078323362,0.007509354501962662,0.052825868129730225,0.008090934,0.025,0.8492315411567688,620,0.0003,0.04671742133796215
-0.26447225,64,4096,1.0,1101,3,-0.003014133870601654,0.2,-2.507193374633789,0.010288368910551071,0.016898691654205322,0.002939077,0.003125,0.8455264568328857,630,0.0003,0.035429826378822325
-0.27491007999999995,65,4160,1.0,1103,3,-0.011460580490529537,0.2,-2.4986932277679443,-0.011761089786887169,0.002345442771911621,0.0020764638,0.0,0.842452883720398,640,0.0003,0.044793867692351344
-0.25613059,66,4224,1.0,1106,3,-0.011644415929913521,0.2,-2.4923564195632935,-0.003362150862812996,0.021163582801818848,0.005094289,0.0171875,0.8400106430053711,650,0.0003,0.04079069755971432
-0.23029699,67,4288,1.0,1109,3,-0.0013824894092977047,0.2,-2.4856708526611326,0.012844443321228027,0.04227966070175171,0.0025206497,0.003125,0.8365397453308105,660,0.0003,0.03241527192294598
-0.22151475999999998,68,4352,1.0,1111,3,-0.0024361925199627875,0.2,-2.4773140430450438,0.005366293713450432,0.04081851243972778,0.000787816,0.0,0.8334571123123169,670,0.0003,0.023759401775896548
-0.23544716999999998,69,4416,1.0,1114,3,-0.006361642107367516,0.2,-2.4706099033355713,0.0006277002394199371,0.07151979207992554,0.0052685924,0.0125,0.830689013004303,680,0.0003,0.030986379086971282
-0.22536816999999995,70,4480,1.0,1117,4,-0.01572436485439539,0.2,-2.4639968633651734,-0.007216848433017731,0.044205307960510254,0.013507982,0.08125,0.8282228112220764,690,0.0003,0.03441639766097069
-0.21767023000000002,71,4544,1.0,1118,4,-0.002305653691291809,0.2,-2.457926106452942,0.011251626536250114,0.03998655080795288,0.0020312415,0.0,0.8252457976341248,700,0.0003,0.033557623997330664
-0.2487698300000001,72,4608,1.0,1120,4,-0.00786080677062273,0.2,-2.450715708732605,-0.0002491455525159836,0.04039156436920166,0.008422666,0.01875,0.8227357864379883,710,0.0003,0.0319956086575985
-0.23859659,73,4672,1.0,1122,4,-0.0024697236251085995,0.2,-2.4455100536346435,0.00863183569163084,0.009624123573303223,0.0015209783,0.0,0.8208246231079102,720,0.0003,0.04628533013164997
-0.22114724999999996,74,4736,1.0,1122,4,-0.014257233776152133,0.2,-2.4408878087997437,-0.003655172884464264,0.03522002696990967,0.007593179,0.028125,0.8188335299491882,730,0.0003,0.040209609642624856
-0.23763858,75,4800,1.0,1120,4,-0.004522243980318308,0.2,-2.435274267196655,0.011999350041151047,0.0142822265625,0.010692013,0.065625,0.8161710500717163,740,0.0003,0.033943765237927435
-0.23465758,76,4864,1.0,1120,4,-0.004415320232510567,0.2,-2.428756308555603,0.0058356281369924545,0.0703432559967041,0.0024641575,0.003125,0.813629686832428,750,0.0003,0.029616494290530683
-0.22725849,77,4928,1.0,1120,4,-0.005708802165463567,0.2,-2.422508883476257,0.005165472626686096,0.03565555810928345,0.0050181886,0.0109375,0.8109637498855591,760,0.0003,0.0323747955262661
-0.22610364,78,4992,1.0,1120,4,-0.005373945459723473,0.2,-2.4162195920944214,-0.005645556375384331,0.04209613800048828,0.0035267314,0.003125,0.8087989687919617,770,0.0003,0.027131405472755433
-0.24528160999999998,79,5056,1.0,1122,4,0.0018889716826379298,0.2,-2.4114929914474486,0.009109977632761002,0.08340167999267578,0.00045289937,0.0,0.8070939779281616,780,0.0003,0.02324882671236992
-0.24860181999999995,80,5120,1.0,1123,4,-0.0036482961848378183,0.2,-2.4075222969055177,0.00722786970436573,0.06756937503814697,0.0038818773,0.003125,0.8056135177612305,790,0.0003,0.032246843725442884
-0.26861564,81,5184,1.0,1124,4,-0.006391146406531334,0.2,-2.4036230564117433,0.006699142977595329,0.042639315128326416,0.0037239725,0.0109375,0.8037657141685486,800,0.0003,0.03738676644861698
-0.26414141,82,5248,1.0,1126,4,-0.009354440309107304,0.2,-2.39814670085907,-0.0037716254591941833,0.05314868688583374,0.0035313964,0.0140625,0.8010458946228027,810,0.0003,0.02866266295313835
-0.24830275999999996,83,5312,1.0,1127,4,-0.006410874892026186,0.2,-2.3905101776123048,0.006014157086610794,0.03702139854431152,0.002983611,0.009375,0.7977068424224854,820,0.0003,0.03736266568303108
-0.2541824,84,5376,1.0,1127,4,-0.01883321339264512,0.2,-2.3829315185546873,-0.025944238528609276,0.09968423843383789,0.015333526,0.05,0.7954617142677307,830,0.0003,0.022910664416849615
-0.22996357999999997,85,5440,1.0,1129,4,-0.004506439249962568,0.2,-2.378014254570007,0.008692444302141666,0.07369744777679443,0.012171151,0.096875,0.7934386730194092,840,0.0003,0.030166071839630604
-0.21943154999999998,86,5504,1.0,1130,4,-0.01604318432509899,0.2,-2.372821545600891,-0.01214498933404684,0.07151967287063599,0.015462324,0.0671875,0.7915134429931641,850,0.0003,0.03145299814641476
-0.23383404000000002,87,5568,1.0,1131,4,-0.008082404360175132,0.2,-2.3680091381072996,-0.008129138499498367,0.05674874782562256,0.0027038138,0.0015625,0.7894434332847595,860,0.0003,0.026304432936012746
-0.21903640000000002,88,5632,1.0,1133,4,-0.004333258885890245,0.2,-2.361781930923462,0.007155939936637878,0.07132309675216675,0.0029377034,0.009375,0.7864452600479126,870,0.0003,0.03141230475157499
-0.18138906999999999,89,5696,1.0,1134,5,-0.015836082585155963,0.2,-2.3542457818984985,-0.01318068616092205,0.04797607660293579,0.017298132,0.0609375,0.7839586734771729,880,0.0003,0.028334041498601435
-0.18751572,90,5760,1.0,1134,5,-0.0031648035161197185,0.2,-2.3489850044250487,0.0067411866039037704,0.06551814079284668,0.0027343305,0.00625,0.782150149345398,890,0.0003,0.028132046572864056
-0.21143827999999998,91,5824,1.0,1132,5,-0.013508468121290206,0.2,-2.3443501234054565,-0.013879287987947464,0.037518858909606934,0.0055869576,0.0296875,0.7803024053573608,900,0.0003,0.025191660225391387
-0.19426443,92,5888,1.0,1130,5,-0.018047634698450565,0.2,-2.340094709396362,-0.02011195756494999,0.0799793004989624,0.007084571,0.025,0.7790257930755615,910,0.0003,0.027932232059538365
-0.23857866999999996,93,5952,1.0,1128,5,-0.00019984361715614797,0.2,-2.3369133949279783,0.013445070013403893,0.03311389684677124,0.006166652,0.01875,0.7776248455047607,920,0.0003,0.03233924061059952
-0.22702697,94,6016,1.0,1123,5,-0.004725736891850829,0.2,-2.3326201915740965,0.009439755231142044,0.08198237419128418,0.008405894,0.0375,0.7755271196365356,930,0.0003,0.033558857440948484
-0.21423811,95,6080,1.0,1117,5,-0.014833669271320104,0.2,-2.3267889499664305,-0.016771070659160614,0.06552648544311523,0.003284106,0.0046875,0.7732946872711182,940,0.0003,0.035949394851922986
-0.23231420999999997,96,6144,1.0,1113,5,-0.008220846205949784,0.2,-2.32088840007782,0.006384110078215599,0.010142803192138672,0.0064764274,0.025,0.7707891464233398,950,0.0003,0.04496685191988945
-0.23503803999999998,97,6208,1.0,1108,5,-0.005206449143588543,0.2,-2.3137840747833254,0.012185968458652496,0.05135512351989746,0.0030723028,0.003125,0.7678040266036987,960,0.0003,0.04692533947527409
-0.23340302,98,6272,1.0,1094,5,-0.011366016045212746,0.2,-2.3066266536712647,-0.020255137234926224,0.05921363830566406,0.004270998,0.0,0.7657155990600586,970,0.0003,0.032528359442949295
-0.22992879000000002,99,6336,1.0,1093,5,-0.018835722655057906,0.2,-2.30201575756073,-0.005451362580060959,0.045655667781829834,0.021062724,0.109375,0.7638711929321289,980,0.0003,0.04118875004351139
-0.22802205000000003,100,6400,1.0,1094,5,-0.0013386193662881852,0.2,-2.296691823005676,0.01185658946633339,0.08536142110824585,0.00144321,0.0015625,0.7618428468704224,990,0.0003,0.0369057010859251
-0.22743762000000003,101,6464,1.0,1095,5,-0.017858461197465657,0.2,-2.2916523456573485,-0.00859462097287178,0.028548836708068848,0.012101799,0.0578125,0.760050892829895,1000,0.0003,0.041400709003210065
-0.20755993,102,6528,1.0,1096,5,-0.004308114759624004,0.2,-2.2874037504196165,-0.0031220633536577225,0.09999722242355347,0.002591081,0.0,0.7586431503295898,1010,0.0003,0.02627741415053606
-0.21366986000000002,103,6592,1.0,1098,5,0.0008318231441080571,0.2,-2.2839563369750975,-0.002306528389453888,0.08211147785186768,0.00085706916,0.0,0.7574306726455688,1020,0.0003,0.024320938810706138
-0.23718088999999998,104,6656,1.0,1096,6,-0.012972423899918794,0.2,-2.2806580305099486,-0.0013338085263967514,0.060204923152923584,0.01395218,0.0703125,0.7560044527053833,1030,0.0003,0.03554904870688915
-0.25656189,105,6720,1.0,1091,6,-0.005813692044466734,0.2,-2.2762238025665282,0.010100532323122025,0.045851051807403564,0.004211936,0.0203125,0.7540944814682007,1040,0.0003,0.036731020733714106
-0.23274719000000002,106,6784,1.0,1079,6,-0.014367353543639183,0.2,-2.2710846424102784,-0.007916556671261787,0.08509629964828491,0.012571206,0.04375,0.7520629167556763,1050,0.0003,0.033626357465982436
-0.22223967000000003,107,6848,1.0,1077,6,-0.003915520198643207,0.2,-2.2655851364135744,0.0016647931188344955,0.10523921251296997,0.0031925282,0.00625,0.7501864433288574,1060,0.0003,0.026701153814792634
-0.24609573,108,6912,1.0,1079,6,0.0006964011117815971,0.2,-2.260947322845459,0.014829955995082855,0.10504990816116333,0.00023838598,0.0,0.7484493255615234,1070,0.0003,0.03604747727513313
-0.21885504000000006,109,6976,1.0,1080,6,-0.013117660861462354,0.2,-2.2563864946365357,-0.011707041412591934,0.04109448194503784,0.0088854,0.025,0.7468472719192505,1080,0.0003,0.03463293015956879
-0.22686743000000004,110,7040,1.0,1082,6,-0.0012784024700522422,0.2,-2.2523664951324465,-0.0005674436688423157,0.12312668561935425,0.0012734877,0.0,0.7454918622970581,1090,0.0003,0.02780151031911373
-0.20230466000000003,111,7104,1.0,1082,6,-0.007963672466576099,0.2,-2.2486234664916993,-0.0006803711876273155,0.10553723573684692,0.007909802,0.034375,0.7439073324203491,1100,0.0003,0.024340724386274815
-0.20721096,112,7168,1.0,1082,6,-0.005056980159133672,0.2,-2.243925762176514,-0.0025630807504057884,0.1905916929244995,0.005025953,0.0109375,0.7419718503952026,1110,0.0003,0.02166960872709751
-0.22975404999999996,113,7232,1.0,1082,6,-0.0028190355747938155,0.2,-2.2388182878494263,0.0025446023792028427,0.03244149684906006,0.0010917177,0.0,0.7402883768081665,1120,0.0003,0.03456909470260143
-0.21982876,114,7296,1.0,1082,6,-0.008685305248945951,0.2,-2.2343524217605593,-0.004275133833289146,0.10578620433807373,0.00473548,0.009375,0.7384700179100037,1130,0.0003,0.026282708905637265
-0.22852548000000003,115,7360,1.0,1082,6,-0.0023272409103810786,0.2,-2.228331780433655,0.010632237419486046,0.10192656517028809,0.0015361682,0.0,0.7356787919998169,1140,0.0003,0.031419525109231475
-0.23298109000000003,116,7424,1.0,1082,6,-0.0014240127056837082,0.2,-2.2203180313110353,0.012244045734405518,0.12140631675720215,0.00034972746,0.0,0.7327882647514343,1150,0.0003,0.03039061203598976
-0.24408246000000003,117,7488,1.0,1083,6,-0.005872022546827793,0.2,-2.2135143518447875,-0.001956166699528694,0.07396548986434937,0.0016240738,0.0,0.7309414148330688,1160,0.0003,0.028334039263427258
-0.25042541999999995,118,7552,1.0,1083,6,-0.011878868378698827,0.2,-2.209351658821106,0.0026706457138061523,-0.001774907112121582,0.005973459,0.0171875,0.7295064330101013,1170,0.0003,0.04671904072165489
-0.26637099,119,7616,1.0,1084,7,-0.00699682105332613,0.2,-2.2048595190048217,0.005642756819725037,0.016333580017089844,0.0026278123,0.0015625,0.7275981903076172,1180,0.0003,0.04755066931247711
-0.23092711999999996,120,7680,1.0,1085,7,-0.021671739220619202,0.2,-2.1994651556015015,-0.012590475380420685,0.07842272520065308,0.008194533,0.046875,0.7257066369056702,1190,0.0003,0.041313988342881205
-0.23384809999999998,121,7744,1.0,1085,7,-0.014219433721154928,0.2,-2.1942935228347777,-0.007226534187793732,0.006015002727508545,0.015006876,0.0609375,0.7237498760223389,1200,0.0003,0.03783030025660992
-0.21495202000000002,122,7808,1.0,1086,7,-0.0004911378026008606,0.2,-2.188671112060547,0.005371410399675369,0.10098099708557129,0.001215661,0.0,0.7216936349868774,1210,0.0003,0.030000256560742854
-0.18207081999999997,123,7872,1.0,1087,7,-0.003170657902956009,0.2,-2.183094024658203,0.007813084870576859,0.00131303071975708,0.0028282348,0.003125,0.7197450995445251,1220,0.0003,0.030160343647003172
-0.22429608,124,7936,1.0,1086,7,-0.0023702191188931464,0.2,-2.1778908252716063,0.006950714625418186,0.06279808282852173,0.0007402478,0.0,0.7179185748100281,1230,0.0003,0.03128298539668321
-0.23202414000000002,125,8000,1.0,1085,7,-0.004229601845145226,0.2,-2.1722554683685305,0.010624928399920464,0.03516244888305664,0.0037830304,0.0015625,0.7155300378799438,1240,0.0003,0.05136706791818142
-0.25421190000000005,126,8064,1.0,1084,7,-0.00635792501270771,0.2,-2.165115785598755,0.004629002884030342,0.032652437686920166,0.007459406,0.025,0.7129546403884888,1250,0.0003,0.036596217378973964
-0.20349331000000007,127,8128,1.0,1084,7,-0.0061650523915886875,0.2,-2.158227825164795,0.00768109317868948,0.09567326307296753,0.005174106,0.0375,0.7107387781143188,1260,0.0003,0.0358316220343113
-0.20578451,128,8192,1.0,1083,7,-0.008710371050983667,0.2,-2.153218078613281,-0.009848331101238728,0.10063284635543823,0.00784414,0.0234375,0.7094744443893433,1270,0.0003,0.02630289290100336
-0.20844947000000003,129,8256,1.0,1081,7,0.0020793268457055094,0.2,-2.149573302268982,0.015955960378050804,0.07636642456054688,0.0003469279,0.0,0.7078841924667358,1280,0.0003,0.03611386232078075
-0.20231146,130,8320,1.0,1081,7,-0.009412617329508067,0.2,-2.145095467567444,-0.014699600636959076,0.12098759412765503,0.005701948,0.00625,0.706588864326477,1290,0.0003,0.02622085753828287
-0.19836082000000002,131,8384,1.0,1081,7,-0.011200542375445367,0.2,-2.1415510177612305,0.0011009704321622849,0.10334289073944092,0.018127847,0.121875,0.7051156163215637,1300,0.0003,0.02703652698546648
-0.22182538999999998,132,8448,1.0,1082,7,-0.004898841958492994,0.2,-2.1366202592849732,-0.0007497789338231087,0.14210236072540283,0.004242952,0.0015625,0.7030841708183289,1310,0.0003,0.01967725493013859
-0.20520043000000002,133,8512,1.0,1083,7,0.00034891264513134954,0.2,-2.1308319330215455,0.010336456820368767,0.13035982847213745,0.0009233644,0.0,0.7012616395950317,1320,0.0003,0.032295003160834314
-0.19224454999999996,134,8576,1.0,1083,7,-0.013993857894092798,0.2,-2.126263380050659,-0.017382752150297165,0.08733618259429932,0.0077778846,0.0125,0.6998560428619385,1330,0.0003,0.03270581290125847
-0.2031627,135,8640,1.0,1084,7,0.003306978289037943,0.2,-2.1225225925445557,0.0039020124822854996,0.13572967052459717,0.0009100465,0.0,0.6986546516418457,1340,0.0003,0.03028234988451004
