rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/policy_gradient_loss,train/std,train/approx_kl,train/learning_rate,train/entropy_loss,train/value_loss,train/explained_variance,train/n_updates,train/clip_fraction,train/clip_range,train/loss
-0.2524836899999999,1.0,3328,52,1159,2,-0.024226993136107922,0.8691161870956421,0.018555287,0.0003,-2.5597902059555055,0.03894778527319431,-0.018883943557739258,510,0.0890625,0.2,-0.016018610447645187
-0.23757194,1.0,3392,53,1160,2,-0.01014398904517293,0.8670974969863892,0.009156793,0.0003,-2.5552178859710692,0.03846959993243217,0.02292245626449585,520,0.0484375,0.2,0.004543516784906387
-0.23187624999999998,1.0,3456,54,1162,2,-0.011621566955000162,0.8654916286468506,0.009705693,0.0003,-2.5509350299835205,0.030297956243157387,-0.030539274215698242,530,0.028125,0.2,-0.007998593151569366
-0.23127119999999995,1.0,3520,55,1164,3,-0.0036727613769471645,0.8636598587036133,0.0036870502,0.0003,-2.547138786315918,0.03120438065379858,0.051812708377838135,540,0.0109375,0.2,0.0069821178913116455
-0.23700815000000003,1.0,3584,56,1165,3,-0.007574551925063133,0.8612549304962158,0.0069734557,0.0003,-2.542295503616333,0.032142845541238786,0.03377795219421387,550,0.015625,0.2,-0.0017300061881542206
-0.23536348,1.0,3648,57,1167,3,-0.004358491580933333,0.8590613603591919,0.001823361,0.0003,-2.5367200136184693,0.03440230004489422,0.029018938541412354,560,0.0,0.2,0.004181437194347382
-0.26527668,1.0,3712,58,1168,3,-0.0037445769645273685,0.8568271398544312,0.004366897,0.0003,-2.5317940950393676,0.029774498753249647,-0.00433802604675293,570,0.00625,0.2,0.0052886418998241425
-0.24354487,1.0,3776,59,1169,3,-0.017078087013214827,0.8545845746994019,0.015563867,0.0003,-2.526409363746643,0.03982178792357445,0.030622243881225586,580,0.06875,0.2,-0.0059056710451841354
-0.25020772,1.0,3840,60,1170,3,-0.0029110224917531014,0.8522384166717529,0.0034774141,0.0003,-2.521131491661072,0.029944543913006782,0.04049527645111084,590,0.01875,0.2,0.01039680652320385
-0.23412579000000006,1.0,3904,61,1172,3,-0.002811711607500911,0.8506417274475098,0.0024173064,0.0003,-2.5162277936935427,0.02407730873674154,0.04839825630187988,600,0.0,0.2,0.003453275188803673
-0.24844261,1.0,3968,62,1173,3,-0.01718903025612235,0.8492192029953003,0.008663327,0.0003,-2.5128912687301637,0.025911776721477507,0.05419647693634033,610,0.01875,0.2,-0.028640149161219597
-0.23434117000000002,1.0,4032,63,1173,3,0.0005215141456574202,0.8482691645622253,0.002151017,0.0003,-2.5098127841949465,0.025967408157885074,0.0615309476852417,620,0.0015625,0.2,0.0056835804134607315
-0.21447044999999998,1.0,4096,64,1173,3,-0.014310272783041,0.8476400375366211,0.01587028,0.0003,-2.508134388923645,0.021230405569076537,0.027195990085601807,630,0.0796875,0.2,-0.012652017176151276
-0.23666916000000005,1.0,4160,65,1172,3,-0.005446369014680386,0.8461909294128418,0.0031435704,0.0003,-2.5059414386749266,0.029942808486521245,0.042104244232177734,640,0.00625,0.2,-7.672235369682312e-06
-0.23274087,1.0,4224,66,1173,3,-0.006804315187036991,0.8436695337295532,0.0046321163,0.0003,-2.501316237449646,0.033034684136509895,0.04518914222717285,650,0.0125,0.2,0.003479544073343277
-0.26198606,1.0,4288,67,1174,3,-0.0077591750770807265,0.8410886526107788,0.006509496,0.0003,-2.495090055465698,0.03372616656124592,0.028860867023468018,660,0.0171875,0.2,-0.000834144651889801
