rollout/ep_len_mean,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/std,train/clip_fraction,train/entropy_loss,train/n_updates,train/loss,train/approx_kl,train/value_loss,train/learning_rate
1.0,21,1344,-0.22953657,1170,1,0.2,-0.006200021412223577,0.07353568077087402,0.9539171457290649,0.0078125,-2.7457229137420653,200,-0.0037178434431552887,0.0041645737,0.03516725525259971,0.0003
1.0,22,1408,-0.25431496,1167,1,0.2,0.0014570001512765884,-0.008789777755737305,0.9515929222106934,0.0,-2.7413899898529053,210,0.017631815746426582,0.00082448684,0.042291130498051645,0.0003
1.0,23,1472,-0.25670916,1167,1,0.2,-0.01832351293414831,0.0128326416015625,0.9493454694747925,0.0625,-2.7364561557769775,220,-0.010219629853963852,0.015222667,0.04034510254859924,0.0003
1.0,24,1536,-0.26675924,1168,1,0.2,-0.0048130078241229056,0.002823352813720703,0.9469465017318726,0.01875,-2.731674599647522,230,0.010336259379982948,0.0063443985,0.036737778410315516,0.0003
1.0,25,1600,-0.25328175,1168,1,0.2,-0.006654248479753733,0.013967931270599365,0.9442747235298157,0.0015625,-2.726399230957031,240,0.005630403757095337,0.0032028211,0.04002704322338104,0.0003
1.0,26,1664,-0.26963286999999997,1165,1,0.2,-0.006623448501341045,0.012694060802459717,0.9414858222007751,0.0125,-2.7205115795135497,250,0.00028787925839424133,0.0053726435,0.03352014161646366,0.0003
1.0,27,1728,-0.2699536,1164,1,0.2,-0.005416064895689488,-0.042859554290771484,0.9386350512504578,0.0109375,-2.71461136341095,260,0.007274576462805271,0.0045868,0.03750791810452938,0.0003
1.0,28,1792,-0.25529617000000004,1161,1,0.2,-0.005596226919442416,0.02980870008468628,0.9358136653900146,0.01875,-2.7084800481796263,270,0.0028845621272921562,0.00515406,0.030303203873336314,0.0003
1.0,29,1856,-0.24714623000000008,1159,1,0.2,-0.0033685343340039255,-0.010576844215393066,0.9333795309066772,0.0046875,-2.702767038345337,280,0.006649479269981384,0.0035735015,0.03168883770704269,0.0003
1.0,30,1920,-0.21364957,1159,1,0.2,-0.018041312322020532,0.011462628841400146,0.931063175201416,0.034375,-2.697730565071106,290,-0.008467402309179306,0.0087051205,0.05104263797402382,0.0003
1.0,31,1984,-0.20978313999999998,1159,1,0.2,-0.004175163805484772,0.02330726385116577,0.9289836883544922,0.01875,-2.692958450317383,300,0.0025731036439538,0.006019245,0.02955975607037544,0.0003
1.0,32,2048,-0.26149654,1162,1,0.2,-0.007513055950403214,0.03841865062713623,0.9270153641700745,0.0515625,-2.6885632991790773,310,0.0011562323197722435,0.0106828995,0.026804370060563087,0.0003
1.0,33,2112,-0.26767666,1161,1,0.2,-0.0025954565964639185,0.02687901258468628,0.9252106547355652,0.003125,-2.684593367576599,320,0.010133150964975357,0.0030968608,0.039972924068570136,0.0003
1.0,34,2176,-0.28377923000000005,1164,1,0.2,-0.015220440924167633,0.008759617805480957,0.9234389066696167,0.1015625,-2.6807082653045655,330,-0.003966076299548149,0.01662374,0.03341103047132492,0.0003
1.0,35,2240,-0.25797392999999996,1166,1,0.2,-0.011338801961392165,0.008782386779785156,0.9213467836380005,0.0140625,-2.67663459777832,340,-0.00378507561981678,0.007037268,0.04699360765516758,0.0003
1.0,36,2304,-0.26156781,1170,1,0.2,-0.006000656168907881,0.05478799343109131,0.9194660186767578,0.0015625,-2.672052240371704,350,-0.019055817276239395,0.0029046033,0.03197216875851154,0.0003
1.0,37,2368,-0.25010296,1174,2,0.2,-0.020592848397791387,0.039578795433044434,0.9176480770111084,0.128125,-2.668274450302124,360,-0.010410619899630547,0.020651463,0.030853606946766376,0.0003
1.0,38,2432,-0.23169015999999998,1177,2,0.2,-0.006389319989830255,0.017812252044677734,0.915581226348877,0.0046875,-2.6639774322509764,370,-0.0022008009254932404,0.0036827317,0.03855089992284775,0.0003
1.0,39,2496,-0.26491361999999996,1178,2,0.2,-0.010987339913845063,0.024083197116851807,0.9132981300354004,0.08125,-2.6593098640441895,380,-0.0022620512172579765,0.018957783,0.02410927042365074,0.0003
1.0,40,2560,-0.24131384999999994,1179,2,0.2,-0.00674071405082941,0.03248387575149536,0.9111579656600952,0.0015625,-2.6543293952941895,390,-0.007036091759800911,0.003898778,0.026751949451863766,0.0003
1.0,41,2624,-0.24400773999999997,1177,2,0.2,-0.010596219543367624,0.04883688688278198,0.9090542793273926,0.0359375,-2.649680018424988,400,-0.0045327357947826385,0.01086772,0.027490179985761642,0.0003
1.0,42,2688,-0.25371820999999994,1178,2,0.2,-0.005298655852675438,-0.004730701446533203,0.9075092077255249,0.028125,-2.645489239692688,410,0.007413109764456749,0.00805165,0.03395288251340389,0.0003
1.0,43,2752,-0.23165165,1180,2,0.2,-0.0021402806043624876,-0.0030591487884521484,0.9053483009338379,0.0,-2.641924262046814,420,0.006725427694618702,0.00079589896,0.029237003065645695,0.0003
1.0,44,2816,-0.22040293000000005,1182,2,0.2,-0.008043413981795311,0.029719948768615723,0.9037587642669678,0.00625,-2.6371009588241576,430,-0.005901912227272987,0.0030976702,0.028392632864415644,0.0003
1.0,45,2880,-0.22467282,1185,2,0.2,-0.01063881181180477,0.05178707838058472,0.9025015830993652,0.015625,-2.6343453168869018,440,-0.010453330352902412,0.007190248,0.02485800050199032,0.0003
1.0,46,2944,-0.25459471999999994,1188,2,0.2,0.0019976601004600527,0.04242825508117676,0.9006908535957336,0.0,-2.6309481382369997,450,0.013851065188646317,0.0019448446,0.026770320907235145,0.0003
1.0,47,3008,-0.28112510999999996,1189,2,0.2,-0.01695848172530532,-0.023535847663879395,0.8985579013824463,0.021875,-2.62659752368927,460,-0.006050297990441322,0.007713154,0.04690952822566032,0.0003
1.0,48,3072,-0.22687798999999997,1190,2,0.2,-0.00418963972479105,0.0477294921875,0.8960233926773071,0.0375,-2.6214164018630983,470,0.009252049960196018,0.006677489,0.029410577937960626,0.0003
1.0,49,3136,-0.22918650000000004,1189,2,0.2,-0.008907999750226736,0.04451221227645874,0.8935375213623047,0.0046875,-2.615790605545044,480,-0.000596669502556324,0.0024630493,0.031072880886495114,0.0003
1.0,50,3200,-0.25955192,1191,2,0.2,-0.007866937667131424,0.05463474988937378,0.8914645910263062,0.0109375,-2.610529088973999,490,-0.0038340631872415543,0.0053342665,0.02609882950782776,0.0003
1.0,51,3264,-0.2332332,1191,2,0.2,-0.014066850766539574,0.05946969985961914,0.88983154296875,0.025,-2.606452465057373,500,-0.01181618683040142,0.008176882,0.02749749179929495,0.0003
1.0,52,3328,-0.22071768000000005,1192,2,0.2,-0.0020143630914390086,0.09523731470108032,0.8868002891540527,0.003125,-2.601689672470093,510,0.01036662608385086,0.0030781338,0.029083472304046155,0.0003
1.0,53,3392,-0.23859327,1191,2,0.2,-0.004005648009479046,0.03434699773788452,0.883922278881073,0.0,-2.594448971748352,520,-0.0025659622624516487,0.0018731924,0.026491708122193813,0.0003
1.0,54,3456,-0.22654757999999997,1192,2,0.2,-0.014159999322146177,-0.026677608489990234,0.8820757865905762,0.015625,-2.589065504074097,530,-0.013407181948423386,0.0041380767,0.032466018199920656,0.0003
1.0,55,3520,-0.29171274999999997,1194,2,0.2,-0.00891757793724537,0.007607400417327881,0.8805356621742249,0.01875,-2.5853951454162596,540,-0.002897743135690689,0.00542882,0.033095162361860275,0.0003
1.0,56,3584,-0.23962398000000001,1197,2,0.2,-0.014555025286972523,0.022052466869354248,0.8783491849899292,0.040625,-2.5813184499740602,550,-0.0046567171812057495,0.0070488527,0.04441658481955528,0.0003
1.0,57,3648,-0.25895914000000003,1200,3,0.2,-0.009800224378705025,0.020963847637176514,0.8769978284835815,0.05,-2.5767659902572633,560,-0.0031900890171527863,0.012383447,0.027450668253004552,0.0003
1.0,58,3712,-0.24962041999999995,1201,3,0.2,-0.006694255024194717,0.04020768404006958,0.8754003643989563,0.021875,-2.5739611625671386,570,0.003131408244371414,0.007111529,0.0382737472653389,0.0003
1.0,59,3776,-0.20626037000000003,1201,3,0.2,-0.02103639515116811,0.08987611532211304,0.8739924430847168,0.040625,-2.570054531097412,580,-0.024796422570943832,0.013170088,0.025490067340433596,0.0003
1.0,60,3840,-0.23042738999999998,1203,3,0.2,-0.013867778331041336,-0.03378939628601074,0.8725690245628357,0.0828125,-2.567083311080933,590,-0.002836405299603939,0.011680274,0.028795875422656537,0.0003
1.0,61,3904,-0.25713225,1206,3,0.2,-0.015471822395920754,0.055570125579833984,0.8713153004646301,0.0359375,-2.5638802528381346,600,-0.016090650111436844,0.009474015,0.03721573539078236,0.0003
1.0,62,3968,-0.27116133,1208,3,0.2,-0.01848494214937091,0.0335698127746582,0.869550347328186,0.08125,-2.5607115507125853,610,-0.009046360850334167,0.015380731,0.03525170125067234,0.0003
1.0,63,4032,-0.26058528999999997,1211,3,0.2,-0.0016945065930485726,0.10936856269836426,0.8669427633285522,0.0,-2.5557096719741823,620,0.0038278009742498398,0.0007145386,0.01872683223336935,0.0003
1.0,64,4096,-0.21886296000000002,1213,3,0.2,-0.0028104446828365326,0.07176589965820312,0.8636084198951721,0.0015625,-2.548955965042114,630,0.0055944956839084625,0.0036845151,0.023197182081639768,0.0003
1.0,65,4160,-0.24262363,1214,3,0.2,-0.004120470210909844,0.04731696844100952,0.8606953620910645,0.0,-2.541328287124634,640,0.008251160383224487,0.002330171,0.03854781277477741,0.0003
1.0,66,4224,-0.24448215,1216,3,0.2,-0.0002705780789256096,0.06198054552078247,0.8578267693519592,0.0,-2.534882998466492,650,0.015401814132928848,0.00042864028,0.04140482507646084,0.0003
1.0,67,4288,-0.23928622,1218,3,0.2,-0.004759315215051174,0.09071165323257446,0.8554832935333252,0.0078125,-2.5284257888793946,660,0.0007801800966262817,0.005707207,0.027596805058419705,0.0003
1.0,68,4352,-0.22681853999999999,1220,3,0.2,-0.0009039899334311486,0.0865815281867981,0.8544334173202515,0.0234375,-2.5241499662399294,670,0.010526747442781925,0.0058148075,0.022173012048006056,0.0003
1.0,69,4416,-0.24854181000000003,1222,3,0.2,-0.020310605131089687,-0.034952759742736816,0.8541908264160156,0.0375,-2.5228068113327025,680,-0.029513806104660034,0.011568709,0.026385675743222238,0.0003
1.0,70,4480,-0.22663218000000002,1223,3,0.2,0.0004286026582121849,0.03215789794921875,0.853122353553772,0.0,-2.5216466665267943,690,0.01308111660182476,0.0014437428,0.047695320844650266,0.0003
1.0,71,4544,-0.22503418000000003,1223,3,0.2,-0.0021466326899826525,0.027125000953674316,0.8512043952941895,0.0,-2.5180474281311036,700,0.007092919200658798,0.0010076761,0.03087549302726984,0.0003
1.0,72,4608,-0.23863230000000002,1225,3,0.2,-0.00216300655156374,0.04234445095062256,0.8496448993682861,0.0,-2.5136635541915893,710,0.008772960864007473,0.0014322102,0.02742737829685211,0.0003
1.0,73,4672,-0.24527509000000006,1227,3,0.2,-0.009596343990415335,0.057150423526763916,0.8481526374816895,0.0265625,-2.510264587402344,720,-0.007539344951510429,0.009171567,0.028068087995052338,0.0003
1.0,74,4736,-0.26623399,1229,3,0.2,-0.00356513187289238,0.03856617212295532,0.8463239073753357,0.04375,-2.506340479850769,730,0.013657201081514359,0.009658881,0.036430782079696654,0.0003
1.0,75,4800,-0.25993577,1231,3,0.2,-0.006632592901587487,0.06620645523071289,0.8441517353057861,0.0515625,-2.5016679525375367,740,0.005179751664400101,0.010993349,0.031832311488687995,0.0003
1.0,76,4864,-0.28135312,1233,3,0.2,-0.00868037287145853,0.02217322587966919,0.841153621673584,0.0265625,-2.4957866430282594,750,0.003176869824528694,0.008232643,0.03442625142633915,0.0003
1.0,77,4928,-0.24914411,1234,3,0.2,-0.010441074054688216,0.0719609260559082,0.838468074798584,0.003125,-2.488444447517395,760,-0.014957675710320473,0.0028626686,0.03897012025117874,0.0003
1.0,78,4992,-0.23731477,1236,4,0.2,0.00029127215966582296,0.04373502731323242,0.8360319137573242,0.0,-2.4826513051986696,770,0.00907961092889309,0.0010547079,0.03098554853349924,0.0003
1.0,79,5056,-0.23218684,1238,4,0.2,-0.004028252512216568,0.09314954280853271,0.8342943787574768,0.003125,-2.4772565841674803,780,0.0005860757082700729,0.003102214,0.034046760946512225,0.0003
1.0,80,5120,-0.22789868000000002,1239,4,0.2,-0.005401478428393602,0.06571847200393677,0.8328965902328491,0.05,-2.4736570596694945,790,0.005502959713339806,0.008047035,0.02745659984648228,0.0003
1.0,81,5184,-0.23033337000000004,1239,4,0.2,-0.01475656433030963,0.063548743724823,0.8319473266601562,0.071875,-2.470701313018799,800,-0.0100021967664361,0.016712204,0.02745863553136587,0.0003
1.0,82,5248,-0.25267837,1240,4,0.2,-0.009301128517836332,0.09489607810974121,0.8309820890426636,0.053125,-2.468554210662842,810,-0.0020547546446323395,0.011644568,0.028879803605377674,0.0003
1.0,83,5312,-0.24078167999999997,1241,4,0.2,-0.010018496168777346,0.06238836050033569,0.8291143178939819,0.034375,-2.4653921127319336,820,-0.0015667397528886795,0.0102821505,0.03850429989397526,0.0003
1.0,84,5376,-0.22597214,1243,4,0.2,-0.006939161382615566,0.07331037521362305,0.8271143436431885,0.021875,-2.46043221950531,830,-0.0014182627201080322,0.005093177,0.032308224588632584,0.0003
1.0,85,5440,-0.23788110999999998,1241,4,0.2,-0.006588582880795002,0.06499910354614258,0.824919581413269,0.1,-2.4556517124176027,840,0.006085851229727268,0.01547666,0.026641634292900562,0.0003
1.0,86,5504,-0.24019235999999997,1242,4,0.2,-0.015001252200454474,0.07057303190231323,0.8226367235183716,0.03125,-2.450050210952759,850,-0.007966779172420502,0.011175021,0.04091775268316269,0.0003
1.0,87,5568,-0.22405399000000004,1241,4,0.2,-0.0007693257182836532,0.09641289710998535,0.8207702040672302,0.0,-2.4448763132095337,860,0.007116296328604221,0.0013229894,0.028241612203419208,0.0003
1.0,88,5632,-0.21545170000000002,1241,4,0.2,-0.01027744635939598,0.05943375825881958,0.8189399838447571,0.0484375,-2.440499258041382,870,-0.0014642225578427315,0.0117285205,0.03088694903999567,0.0003
1.0,89,5696,-0.22610603999999998,1241,4,0.2,-0.0024531093426048757,0.08030474185943604,0.8170044422149658,0.00625,-2.435737466812134,880,0.005353865213692188,0.0030467669,0.02819331157952547,0.0003
1.0,90,5760,-0.21946687999999998,1242,4,0.2,-0.001263120025396347,0.020264625549316406,0.8155105113983154,0.0,-2.4314244031906127,890,0.008334150537848473,0.00046466012,0.029347621276974677,0.0003
1.0,91,5824,-0.22362939999999998,1243,4,0.2,-0.014197105728089809,0.0937577486038208,0.8140608668327332,0.0296875,-2.427972173690796,900,-0.01775667816400528,0.010423996,0.02561893705278635,0.0003
1.0,92,5888,-0.22740950000000004,1244,4,0.2,-0.028018722683191298,0.05561012029647827,0.8124313354492188,0.09375,-2.424242091178894,910,-0.02068478986620903,0.020497806,0.03585626445710659,0.0003
1.0,93,5952,-0.24899757,1244,4,0.2,-0.006934323720633984,0.10920464992523193,0.811120867729187,0.003125,-2.4204516410827637,920,-0.00828363373875618,0.003178413,0.028421541675925255,0.0003
1.0,94,6016,-0.22747138000000003,1244,4,0.2,0.00044882316142320634,0.0857667326927185,0.8093791007995605,0.0,-2.4171161890029906,930,0.010216381400823593,0.0010499321,0.033513320982456206,0.0003
1.0,95,6080,-0.22117494000000001,1245,4,0.2,-0.0005992769729346037,0.10246807336807251,0.8073419332504272,0.00625,-2.4123596429824827,940,0.010024500079452991,0.0025480837,0.02339122761040926,0.0003
1.0,96,6144,-0.25280315999999997,1246,4,0.2,-0.01424647169187665,0.12847274541854858,0.8056808710098267,0.0453125,-2.4076308965682984,950,-0.01045584212988615,0.0134016685,0.026979629881680012,0.0003
1.0,97,6208,-0.20987618000000002,1247,4,0.2,-0.013994780555367469,0.06430774927139282,0.8039993643760681,0.06875,-2.4037381649017333,960,-0.0056126173585653305,0.012657978,0.035481445118784906,0.0003
1.0,98,6272,-0.2328767,1248,5,0.2,-0.004595930455252528,0.050839781761169434,0.8019446134567261,0.0015625,-2.399155116081238,970,-0.002515029162168503,0.0039649233,0.029307632707059383,0.0003
1.0,99,6336,-0.28714744999999997,1249,5,0.2,-0.015164531767368317,0.07849854230880737,0.7997010350227356,0.08125,-2.39372878074646,980,0.0010440535843372345,0.015694324,0.05017905943095684,0.0003
1.0,100,6400,-0.27206661,1249,5,0.2,-0.004089324251981452,0.0979224443435669,0.7971386313438416,0.0,-2.38789222240448,990,0.00625850073993206,0.0021288367,0.0321390537545085,0.0003
1.0,101,6464,-0.20627057999999998,1250,5,0.2,-0.011306867934763432,0.1435508131980896,0.7948331832885742,0.0078125,-2.3814691066741944,1000,-0.011037479154765606,0.0063235434,0.029221186414361,0.0003
1.0,102,6528,-0.22256083000000002,1250,5,0.2,-0.012781592924147845,0.07172340154647827,0.7928540706634521,0.0328125,-2.3761900424957276,1010,-0.007435143925249577,0.00936905,0.02832816690206528,0.0003
1.0,103,6592,-0.22326214,1250,5,0.2,-0.003685174696147442,0.11099410057067871,0.7915549278259277,0.003125,-2.3716989517211915,1020,-0.007942634634673595,0.003471299,0.03153599221259355,0.0003
1.0,104,6656,-0.23530810999999996,1250,5,0.2,0.0008732799440622329,0.10807180404663086,0.7901867628097534,0.0,-2.36872456073761,1030,0.005575372837483883,0.00050855614,0.02707851994782686,0.0003
1.0,105,6720,-0.22766241,1250,5,0.2,-0.0030692098662257195,0.055822908878326416,0.7877966165542603,0.0234375,-2.3641278982162475,1040,0.012813689187169075,0.006322289,0.03895891979336739,0.0003
1.0,106,6784,-0.21908914000000002,1251,5,0.2,-0.006472499296069145,0.09237200021743774,0.7853407859802246,0.0140625,-2.3577170848846434,1050,0.006289344280958176,0.004556168,0.037627410143613815,0.0003
1.0,107,6848,-0.21880723,1252,5,0.2,-0.006740840338170529,0.1134534478187561,0.783135712146759,0.009375,-2.3518186807632446,1060,-0.007097143679857254,0.005358088,0.02343464381992817,0.0003
1.0,108,6912,-0.22941954000000003,1251,5,0.2,0.0008114554919302463,0.11286240816116333,0.7822721004486084,0.0,-2.3472337245941164,1070,0.004021125845611095,0.001112448,0.020618132874369623,0.0003
1.0,109,6976,-0.21965283999999996,1252,5,0.2,0.0015517851803451776,0.15172016620635986,0.7810488939285278,0.0,-2.3454097747802733,1080,0.010900724679231644,0.0009231828,0.024032600224018097,0.0003
1.0,110,7040,-0.23159709,1252,5,0.2,-0.004107675701379776,0.12948256731033325,0.7787591218948364,0.0,-2.3408279418945312,1090,0.0011406736448407173,0.002076191,0.022586669027805328,0.0003
1.0,111,7104,-0.21437554000000003,1252,5,0.2,-0.013401603698730469,0.1253117322921753,0.77629554271698,0.0125,-2.334633994102478,1100,-0.010851647704839706,0.0053874394,0.03415761590003967,0.0003
1.0,112,7168,-0.24277920000000003,1250,5,0.2,-0.0015222179237753153,0.08249765634536743,0.7740733623504639,0.0,-2.32852189540863,1110,0.007034779526293278,0.0013279635,0.02930821180343628,0.0003
1.0,113,7232,-0.22918284,1250,5,0.2,-0.005305049475282431,0.05329859256744385,0.7716795206069946,0.021875,-2.322762298583984,1120,0.011538777500391006,0.0046492964,0.045119203999638556,0.0003
1.0,114,7296,-0.23013683999999998,1249,5,0.2,-0.006889443937689066,0.11594372987747192,0.7696139812469482,0.00625,-2.316655135154724,1130,-0.002036147750914097,0.0033015832,0.024684356339275838,0.0003
1.0,115,7360,-0.21799332,1247,5,0.2,-0.004956155922263861,0.1395900845527649,0.7675266265869141,0.021875,-2.3115734577178957,1140,0.006957522593438625,0.005697515,0.035088580846786496,0.0003
1.0,116,7424,-0.19805208000000005,1245,5,0.2,-0.003225814271718264,0.07732552289962769,0.7656906843185425,0.0,-2.3060889720916746,1150,0.0020916685461997986,0.0009473888,0.029824217595160008,0.0003
1.0,117,7488,-0.20898994999999995,1243,6,0.2,0.0006760020740330219,0.13409119844436646,0.7641042470932007,0.0,-2.3017507553100587,1160,0.0091804638504982,0.00042106863,0.02379781976342201,0.0003
1.0,118,7552,-0.21157570999999997,1242,6,0.2,-0.004507127217948437,0.0037026405334472656,0.7624673843383789,0.0,-2.2974724769592285,1170,0.0034867674112319946,0.0016547022,0.039935525879263876,0.0003
1.0,119,7616,-0.23095694000000003,1241,6,0.2,-0.003882431937381625,0.14636904001235962,0.7610215544700623,0.0328125,-2.293257737159729,1180,0.0023352261632680893,0.0074953055,0.021741429530084132,0.0003
1.0,120,7680,-0.23906094000000003,1239,6,0.2,-0.004093963466584682,0.15563035011291504,0.7597927451133728,0.00625,-2.289729118347168,1190,0.0036487961187958717,0.003023306,0.02751391027122736,0.0003
1.0,121,7744,-0.23883725000000003,1238,6,0.2,-0.006914689298719167,0.18089359998703003,0.7577972412109375,0.0078125,-2.285881590843201,1200,0.0020204419270157814,0.0035726568,0.030688015185296534,0.0003
1.0,122,7808,-0.21513966,1237,6,0.2,-0.008194709569215775,0.13424372673034668,0.7548990249633789,0.0046875,-2.2794122219085695,1210,0.0002705007791519165,0.00626429,0.03234386220574379,0.0003
1.0,123,7872,-0.22203411000000003,1237,6,0.2,-0.011948014236986637,0.13772982358932495,0.7521108984947205,0.0078125,-2.271562933921814,1220,-0.008174128830432892,0.0049941326,0.033447140827775,0.0003
1.0,124,7936,-0.23550549000000004,1236,6,0.2,0.0003002440556883812,0.18074250221252441,0.7491310834884644,0.0,-2.2641717910766603,1230,0.012579277157783508,0.0007630754,0.02812965791672468,0.0003
1.0,125,8000,-0.22970427999999998,1235,6,0.2,-0.007981129549443721,0.08451598882675171,0.7463181018829346,0.0125,-2.2561500310897826,1240,0.0033315420150756836,0.00488043,0.03754733093082905,0.0003
1.0,126,8064,-0.19364829999999997,1234,6,0.2,-0.0012416368350386619,0.22637122869491577,0.7436330914497375,0.0,-2.2488672971725463,1250,0.006344405002892017,0.0003426047,0.025956543907523156,0.0003
1.0,127,8128,-0.20450635000000006,1234,6,0.2,-0.011770774517208338,0.14535504579544067,0.7410935163497925,0.0546875,-2.2416330099105837,1260,-0.004774212837219238,0.010884431,0.026797861605882645,0.0003
1.0,128,8192,-0.22440232,1233,6,0.2,-0.0025475739501416685,0.15752607583999634,0.7384272813796997,0.0,-2.2348586320877075,1270,0.007920509204268456,0.00066616014,0.027227333374321462,0.0003
1.0,129,8256,-0.23759285999999996,1232,6,0.2,-0.008008222840726376,0.08750647306442261,0.7361084222793579,0.0140625,-2.2278354167938232,1280,-0.0026501333341002464,0.006144223,0.029136230982840062,0.0003
1.0,130,8320,-0.20173925999999995,1231,6,0.2,-0.005822204053401947,0.17308801412582397,0.7338827848434448,0.0109375,-2.221989607810974,1290,0.001458650454878807,0.004151958,0.028307078778743743,0.0003
1.0,131,8384,-0.22282121000000005,1231,6,0.2,9.023947641253471e-05,0.10844212770462036,0.7314845323562622,0.0,-2.2157116889953614,1300,0.005632772110402584,0.0009759655,0.02463560104370117,0.0003
1.0,132,8448,-0.22090858000000002,1232,6,0.2,-0.008520364761352539,0.17388916015625,0.7292284965515137,0.0078125,-2.20926775932312,1310,-0.004247695207595825,0.0038997764,0.033377714455127716,0.0003
1.0,133,8512,-0.21514367000000004,1233,6,0.2,-0.00722439019009471,0.15253782272338867,0.7270235419273376,0.0234375,-2.203166627883911,1320,0.002177836373448372,0.0061980495,0.028468628227710725,0.0003
1.0,134,8576,-0.23009427999999996,1234,6,0.2,-0.000722902175039053,0.11724382638931274,0.7243936061859131,0.0,-2.1967300176620483,1330,0.011259823106229305,0.0007427521,0.0294231154024601,0.0003
1.0,135,8640,-0.19345553,1235,6,0.2,-0.0036663103848695753,0.09022289514541626,0.721483588218689,0.0,-2.1890102863311767,1340,0.013415154069662094,0.0011682874,0.04631510116159916,0.0003
