w_power,w_delay,size,vdd,power,delay
0.0,1.0,0.8899375796318054,1.0,0.791988895640916,1.1224130880339187
0.01666666753590107,0.9833333492279053,0.8805614709854126,1.0,0.7753885041839936,1.1343508455311646
0.03333333507180214,0.9666666388511658,0.8710744976997375,1.0,0.7587707805428501,1.1466910254085978
0.05000000074505806,0.949999988079071,0.8614768981933594,1.0,0.7421424461208517,1.1594513454154098
0.06666667014360428,0.9333333373069763,0.851768970489502,1.0,0.725510379088746,1.1726505473410755
0.0833333358168602,0.9166666865348816,0.8419512510299683,1.0,0.7088819091109286,1.1863082221873924
0.10000000149011612,0.8999999761581421,0.8320238590240479,1.0,0.6922637019852687,1.2004458085649283
0.11666666716337204,0.8833333253860474,0.8219875693321228,1.0,0.6756635641365314,1.2150851814341834
0.13333334028720856,0.8666666746139526,0.8118429183959961,0.987307608127594,0.642464271465724,1.246045844940703
0.15000000596046448,0.8500000238418579,0.8015906810760498,0.9737620949745178,0.6092717606873257,1.2794945551584247
0.1666666716337204,0.8333333134651184,0.7912313342094421,0.9600775837898254,0.5770581978166097,1.314676379459528
0.18333333730697632,0.8166666626930237,0.7807660102844238,0.9462555050849915,0.54583155050613,1.3517091242524637
0.20000000298023224,0.800000011920929,0.770195484161377,0.9322973489761353,0.5155975374209004,1.3907215352218072
0.21666666865348816,0.7833333015441895,0.7595207691192627,0.9182044267654419,0.4863602496890133,1.4318537847710053
0.23333333432674408,0.7666666507720947,0.7487431764602661,0.9039786458015442,0.45812300218077207,1.4752573320916655
0.25,0.75,0.7378634810447693,0.8896216154098511,0.4308862999843194,1.5210992391312386
0.2666666805744171,0.7333333492279053,0.7268832325935364,0.8751353025436401,0.4046501526798143,1.569560132434515
0.28333333134651184,0.7166666984558105,0.7158036231994629,0.8605216145515442,0.37941225237112763,1.620838827773903
0.30000001192092896,0.699999988079071,0.7046262621879578,0.8457826972007751,0.35516915660222975,1.67515214833338
0.3166666626930237,0.6833333373069763,0.693352460861206,0.8309207558631897,0.33191535001798234,1.7327390359206745
0.3333333432674408,0.6666666269302368,0.6819838881492615,0.8159381151199341,0.30964400136901754,1.7938614655679106
0.3499999940395355,0.6499999761581421,0.6705223321914673,0.8008373379707336,0.28834678963742166,1.8588075110654674
0.36666667461395264,0.6333333253860474,0.6589694619178772,0.785620927810669,0.26801349715336703,1.9278959211187243
0.38333332538604736,0.6166666746139526,0.6473271250724792,0.7702915668487549,0.2486325006224771,2.001478590564371
0.4000000059604645,0.6000000238418579,0.635597288608551,0.7548519968986511,0.2301906548035826,2.0799452648646195
0.4166666567325592,0.5833333730697632,0.6237819194793701,0.7393050789833069,0.2126732875032604,2.1637287427117173
0.4333333373069763,0.5666666626930237,0.6118832230567932,0.7236539125442505,0.19606447930304682,2.253309438125274
0.44999998807907104,0.550000011920929,0.5999031662940979,0.707901656627655,0.18034668574252596,2.3492241773980207
0.46666666865348816,0.5333333015441895,0.5878441333770752,0.6920512318611145,0.16550109394043716,2.452072666448072
0.4833333194255829,0.5166666507720947,0.5757085084915161,0.6761062145233154,0.1515078557166347,2.5625249663367953
0.5,0.5,0.5634986758232117,0.66007000207901,0.13834574030370378,2.6813348401089567
0.5166666507720947,0.4833333492279053,0.5512169599533081,0.6439458727836609,0.1259922614493722,2.8093526669904847
0.5333333611488342,0.46666663885116577,0.5388660430908203,0.6277376413345337,0.11442422426798657,2.947535354319372
0.550000011920929,0.44999998807907104,0.5264484286308289,0.6114487648010254,0.10361719023888152,3.0969700842884897
0.5666666626930237,0.4333333373069763,0.5139669179916382,0.5950829982757568,0.0935460420551608,3.258889705701892
0.5833333134651184,0.4166666865348816,0.5014240741729736,0.5786442756652832,0.08418480008228188,3.434700855964472
0.6000000238418579,0.3999999761581421,0.4888227581977844,0.5621363520622253,0.07550681936096329,3.6260124638796434
0.6166666746139526,0.38333332538604736,0.4761658310890198,0.545563280582428,0.06748491733439504,3.8346705871843367
