x_size,x_vdd,obj_0,obj_1,feasible
0.5275964736938477,0.9370095729827881,0.24439473450183868,2.01872181892395,True
0.620887041091919,0.7148487567901611,0.19699424505233765,2.247997760772705,True
0.9556028842926025,1.0449376106262207,0.9970929622650146,1.0004547834396362,True
0.2084120810031891,0.8045768737792969,0.028117770329117775,5.928260326385498,False
0.2934507131576538,1.0896729230880737,0.10224984586238861,3.117544412612915,False
0.8683827519416809,0.8613980412483215,0.559538722038269,1.3350721597671509,True
0.7678744196891785,0.9781811833381653,0.5641817450523376,1.329574465751648,True
0.3827938139438629,0.7689836025238037,0.0866490826010704,3.385674238204956,False
0.3321317434310913,1.0148305892944336,0.1136077269911766,2.9580771923065186,False
0.717185914516449,0.8364418745040894,0.35986122488975525,1.6642138957977295,True
0.8065422773361206,0.9032281637191772,0.530700147151947,1.3708175420761108,True
0.2316383719444275,0.7441380620002747,0.029711738228797913,5.767979621887207,False
0.9227396845817566,0.9838695526123047,0.8242015838623047,1.1002849340438843,True
0.5594504475593567,0.9215860962867737,0.265824556350708,1.9358022212982178,True
0.1387595385313034,1.078618049621582,0.022400671616196632,6.637085437774658,False
0.447740375995636,1.0275226831436157,0.21165831387043,2.1688992977142334,True
0.6696890592575073,0.817611813545227,0.29980629682540894,1.8230023384094238,True
0.9005919694900513,0.7830001711845398,0.497255802154541,1.416102409362793,True
0.9153851866722107,0.8207343816757202,0.564433753490448,1.3292779922485352,True
0.45860418677330017,0.8914095759391785,0.16712084412574768,2.440189838409424,True
0.7685654163360596,0.9393656253814697,0.5212319493293762,1.383194923400879,True
0.6872228384017944,0.7077326774597168,0.23655582964420319,2.0518290996551514,True
0.49414652585983276,0.790622353553772,0.1526334285736084,2.5530831813812256,True
0.5010014772415161,0.8546565175056458,0.18334169685840607,2.3300020694732666,True
